rank,pos_rank,playerId,name,position,team,role,proj_points,draft_value
2553,RB743,5141740,Justin Thurman,RB,Kansas,0.49,17.4,-125.9
2554,TE535,5297942,Isaac Ellison,TE,North Dakota State,0.27,10.0,-126.0
2555,TE536,5155870,Will Loerzel,TE,Wake Forest,0.25,10.0,-126.0
2556,TE537,5200378,Mack Sutter,TE,Alabama,0.33,10.0,-126.0
2557,TE538,5388373,Jack Petrissans,TE,Air Force,0.31,10.0,-126.0
2558,TE539,5221596,Alex Godavitarne,TE,UConn,0.28,10.0,-126.0
2559,TE540,5219544,Landon Swanson,TE,Central Michigan,0.32,10.0,-126.0
2560,RB744,5290563,Will Rajecki,RB,Tennessee,0.32,17.3,-126.0
2561,TE541,5214441,Drew Clemens,TE,North Texas,0.24,10.0,-126.0
2562,WR1134,5384820,Keon Hutchins,WR,West Virginia,0.29,17.3,-126.0
2563,RB745,5161022,Amari Latimer,RB,West Virginia,0.49,17.3,-126.0
2564,WR1135,5150925,Colton Pitchford,WR,Jacksonville State,0.42,17.3,-126.0
2565,WR1136,5209193,Bryson Baker,WR,Utah,0.33,17.3,-126.0
2566,RB746,5141748,Cornelius Warren III,RB,Arizona,0.44,17.2,-126.1
2567,RB747,5210798,TJ Hodges,RB,Arkansas,0.39,17.2,-126.1
2568,TE542,5159815,Coleson Arends,TE,Western Kentucky,0.23,9.8,-126.2
2569,TE543,5150543,Tyler Mustain,TE,Arizona,0.22,9.8,-126.2
2570,WR1137,5222271,Kaleb Schlecht,WR,Michigan,0.3,17.1,-126.2
2571,WR1138,5219226,Lance Beeghley,WR,Iowa,0.32,17.1,-126.2
2572,WR1139,5224773,Luke Brown,WR,Delaware,0.4,17.1,-126.2
2573,WR1140,5150449,Dayton Sneed,WR,North Carolina,0.31,17.1,-126.2
2574,WR1141,5394436,Kordell Gouldsby,WR,Western Michigan,0.32,17.1,-126.2
2575,TE544,5244731,Roman Voss,TE,Minnesota,0.29,9.7,-126.3
2576,RB748,5222975,Anthony Quinn Jr.,RB,Marshall,0.43,17.0,-126.3
2577,TE545,5388956,Colten Gunderson,TE,North Dakota State,0.26,9.7,-126.3
2578,WR1142,5166911,Connor Hodge,WR,East Carolina,0.33,16.9,-126.4
2579,RB749,5199860,Marcus Romain,RB,Northwestern,0.38,16.9,-126.4
2580,WR1143,5222227,DeBraun Hampton,WR,Baylor,0.23,16.9,-126.4
2581,WR1144,5220478,Prosper Akanna,WR,Navy,0.27,16.9,-126.4
2582,TE546,5169215,Maurice Veney,TE,Vanderbilt,0.24,9.6,-126.4
2583,TE547,5216526,Ben Rothhaar,TE,Rutgers,0.26,9.6,-126.4
2584,TE548,5141550,JD LaFleur,TE,LSU,0.38,9.6,-126.4
2585,TE549,5259827,Maddox Lynch,TE,South Alabama,0.29,9.6,-126.4
2586,RB750,5296325,Oliver Redd,RB,Delaware,0.39,16.8,-126.5
2587,RB751,5382993,Demarcus Belton,RB,Louisiana Tech,0.42,16.8,-126.5
2588,WR1145,5159137,Jayden Bell,WR,New Mexico State,0.31,16.8,-126.5
2589,RB752,5161913,Jayzon Thompson,RB,Cincinnati,0.43,16.8,-126.5
2590,TE550,5228772,Aiden Lowery,TE,Ohio,0.38,9.5,-126.5
2591,WR1146,5296271,Trey Roberts,WR,BYU,0.57,16.8,-126.5
2592,TE551,5081994,Jack Esparza,TE,Texas Tech,0.26,9.5,-126.5
2593,WR1147,5150776,Ty Boatright,WR,Texas,0.3,16.7,-126.6
2594,TE552,5265478,Luke Gilbert,TE,Jacksonville State,0.25,9.4,-126.6
2595,TE553,5290688,Aveon Williams,TE,UNLV,0.35,9.4,-126.6
2596,TE554,5141588,Eli Owens,TE,Michigan,0.32,9.4,-126.6
2597,TE555,5145460,Jack Sammarco,TE,Alabama,0.27,9.4,-126.6
2598,TE556,5297937,Gabriel Cunningham,TE,North Dakota State,0.27,9.3,-126.7
2599,TE557,5220393,Sawyer Lovvorn,TE,Middle Tennessee,0.29,9.3,-126.7
2600,TE558,5205825,Brayden Boeing,TE,Miami (OH),0.33,9.3,-126.7
2601,WR1148,5309672,Sylas Maiava-Alaimalo,WR,Air Force,0.38,16.6,-126.7
2602,TE559,5142596,James Flanigan,TE,Notre Dame,0.3,9.3,-126.7
2603,TE560,5388954,Caden Ward,TE,North Dakota State,0.28,9.3,-126.7
2604,TE561,5388951,Cash Danner,TE,North Dakota State,0.27,9.3,-126.7
2605,WR1149,5164352,Carterrious Brown,WR,SMU,0.53,16.6,-126.7
2606,WR1150,5219036,Dylan Gentry,WR,Jacksonville State,0.45,16.6,-126.7
2607,WR1151,5388941,Myles Ellis,WR,North Dakota State,0.33,16.5,-126.8
2608,RB753,5244756,Ryan Estrada,RB,Minnesota,0.42,16.5,-126.8
2609,TE562,5219250,Aiden Black,TE,Stanford,0.25,9.2,-126.8
2610,WR1152,5293709,Mason Smith,WR,Army,0.35,16.4,-126.9
2611,RB754,5160496,Javian Mallory,RB,Miami,0.37,16.4,-126.9
2612,TE563,5148607,Ty Rupe,TE,UTSA,0.38,9.1,-126.9
2613,TE564,5228129,Caston Brown,TE,Southern Miss,0.25,9.0,-127.0
2614,WR1153,5151635,Cole Greene,WR,Tulsa,0.29,16.3,-127.0
2615,RB755,5159135,David Barela,RB,New Mexico State,0.29,16.3,-127.0
2616,TE565,5264656,Joe Caudill,TE,Michigan State,0.23,9.0,-127.0
2617,RB756,5390044,Tyrese Woodgett,RB,Georgia Southern,0.35,16.3,-127.0
2618,WR1154,5219479,Seth Franklin,WR,Charlotte,0.26,16.3,-127.0
2619,WR1155,5169550,Lex Cyrus,WR,South Carolina,0.36,16.3,-127.0
2620,WR1156,5141384,Phillip Bell,WR,Ohio State,0.42,16.3,-127.0
2621,RB757,5264742,LaMarcus Bell,RB,Utah,0.4,16.3,-127.0
2622,WR1157,5158982,Devin Carter,WR,Florida State,0.4,16.3,-127.0
2623,WR1158,5220480,Andersen Cardoza,WR,Navy,0.26,16.3,-127.0
2624,RB758,5307119,Foster Orris,RB,Georgia Southern,0.35,16.3,-127.0
2625,RB759,5182344,Marquez Wimberly,RB,Washington State,0.43,16.2,-127.1
2626,TE566,5196433,Zach Giuliano,TE,Stanford,0.34,8.9,-127.1
2627,TE567,5245130,KK Johnson,TE,Texas A&M,0.27,8.9,-127.1
2628,TE568,5391236,Kari Ashley,TE,TCU,0.21,8.9,-127.1
2629,WR1159,5383012,Trevor Fortenberry,WR,Iowa State,0.29,16.2,-127.1
2630,WR1160,5395323,Brian Barnes,WR,South Alabama,0.28,16.2,-127.1
2631,WR1161,5297928,Drake Schlosser,WR,North Dakota State,0.35,16.2,-127.1
2632,RB760,5327501,Char'Rese Breveard,RB,Ball State,0.38,16.2,-127.1
2633,TE569,5219043,Justin Kattus,TE,Kentucky,0.28,8.8,-127.2
2634,WR1162,5323986,Isaac Thomas,WR,Air Force,0.37,16.1,-127.2
2635,WR1163,5146720,Will Cianfrini,WR,San Diego State,0.54,16.1,-127.2
2636,WR1164,5386519,Luke Degner,WR,USC,0.27,16.1,-127.2
2637,RB761,5289321,Shavane Anderson Jr.,RB,Syracuse,0.39,16.0,-127.3
2638,RB762,5141538,Ladainnian Martin,RB,Georgia State,0.41,16.0,-127.3
2639,WR1165,5157316,Paul Davis,WR,Akron,0.37,16.0,-127.3
2640,TE570,5388810,Benjamin Wheeler,TE,Nevada,0.24,8.7,-127.3
2641,TE571,5211206,Lincoln Watkins,TE,Kentucky,0.33,8.6,-127.4
2642,TE572,5219464,James Rothstein,TE,Army,0.27,8.6,-127.4
2643,TE573,5164338,Baron Naone,TE,Washington,0.29,8.6,-127.4
2644,WR1166,5219475,Chace Knox,WR,Army,0.31,15.9,-127.4
2645,TE574,5158916,Matthew Bailiff,TE,Hawai'i,0.22,8.6,-127.4
2646,RB763,5214937,Jaron Thomas,RB,Minnesota,0.48,15.8,-127.5
2647,TE575,5228783,AJ Miller,TE,Ohio,0.32,8.5,-127.5
2648,WR1167,5296598,KJ Cherry,WR,New Mexico,0.27,15.8,-127.5
2649,WR1168,5159094,Madden Williams,WR,Texas A&M,0.34,15.8,-127.5
2650,WR1169,5201872,Romero Ison,WR,USC,0.37,15.8,-127.5
2651,WR1170,5212608,Keeyun Chapman,WR,North Carolina,0.38,15.8,-127.5
2652,RB764,5258999,JJ Garner,RB,Louisiana,0.47,15.8,-127.5
2653,WR1171,5295722,Michael Johnson Jr.,WR,Baylor,0.22,15.7,-127.6
2654,WR1172,5290568,R.J. Mosley,WR,Arizona,0.37,15.7,-127.6
2655,WR1173,5388358,Caleb Cappuccio,WR,Air Force,0.36,15.7,-127.6
2656,RB765,5236380,Irving Brown,RB,Ohio,0.48,15.7,-127.6
2657,RB766,5209960,Lekhy Thompkins,RB,Louisville,0.4,15.7,-127.6
2658,TE576,5203714,Gabriel Cline,TE,UAB,0.32,8.4,-127.6
2659,RB767,5384821,Martavious Boswell,RB,West Virginia,0.3,15.7,-127.6
2660,TE577,5220360,Ryder Post,TE,James Madison,0.26,8.4,-127.6
2661,TE578,5219293,Henry Omohundro,TE,Virginia,0.21,8.4,-127.6
2662,TE579,5210204,Willem Thurber,TE,Virginia,0.24,8.4,-127.6
2663,WR1174,5161829,Tyreek King,WR,Tennessee,0.34,15.7,-127.6
2664,TE580,5215335,Sean Burke,TE,Florida International,0.26,8.3,-127.7
2665,RB768,5244023,Qwantavius Wiggins,RB,Georgia State,0.4,15.6,-127.7
2666,WR1175,5141640,Cam Sapp,WR,Pittsburgh,0.44,15.6,-127.7
2667,WR1176,5158959,Tron Baker,WR,USC,0.37,15.6,-127.7
2668,TE581,5211746,Merrick Barlow,TE,Navy,0.25,8.3,-127.7
2669,RB769,5203478,Ryver Peppers,RB,Iowa State,0.61,15.6,-127.7
2670,RB770,5172096,Kaj Baker,RB,UCF,0.39,15.5,-127.8
2671,WR1177,5228149,Mackenzie Alleyne,WR,Oklahoma,0.48,15.5,-127.8
2672,WR1178,5126532,Arkese Parks,WR,South Florida,0.55,15.5,-127.8
2673,WR1179,5125157,Owen Carter,WR,Rice,0.47,15.5,-127.8
2674,WR1180,5153036,Dylan Williams,WR,James Madison,0.32,15.5,-127.8
2675,WR1181,5212652,Ryan Mosley,WR,Georgia,0.33,15.5,-127.8
2676,TE582,5240830,Brody Wilhelm,TE,Baylor,0.24,8.1,-127.9
2677,TE583,5156110,Kade Caton,TE,South Florida,0.24,8.1,-127.9
2678,WR1182,5296342,Ashton Navarrete,WR,Delaware,0.36,15.4,-127.9
2679,RB771,5218790,Cole Denson,RB,Duke,0.31,15.4,-127.9
2680,WR1183,5297057,Cade Baker,WR,Utah State,0.3,15.4,-127.9
2681,TE584,5382849,Dalen Huston,TE,UL Monroe,0.19,8.1,-127.9
2682,TE585,5215176,Liam Russo,TE,Northern Illinois,0.36,8.1,-127.9
2683,TE586,5388388,Henry Barbisch,TE,Air Force,0.27,8.0,-128.0
2684,TE587,5209576,Brendan Loftus,TE,Miami (OH),0.32,8.0,-128.0
2685,RB772,5310072,Jackson Farley,RB,Kent State,0.38,15.3,-128.0
2686,WR1184,5222157,Erick Smith,WR,Auburn,0.41,15.3,-128.0
2687,WR1185,5388359,Keegan Sack,WR,Air Force,0.35,15.3,-128.0
2688,WR1186,5252214,Luc Weaver,WR,USC,0.35,15.3,-128.0
2689,WR1187,5297959,Dylan Vokal,WR,North Dakota State,0.33,15.3,-128.0
2690,TE588,5148827,Kaleb Thomas,TE,Houston,0.24,7.9,-128.1
2691,TE589,5159053,Xavier Tiller,TE,Florida State,0.28,7.9,-128.1
2692,WR1188,5294260,Junior Coughlin,WR,Utah,0.3,15.2,-128.1
2693,WR1189,5219710,Walker Davis,WR,Tulane,0.33,15.2,-128.1
2694,TE590,5144956,Ryan Brotherton,TE,Western Michigan,0.24,7.9,-128.1
2695,WR1190,5219505,Ayo Shotomide-King,WR,San Diego State,0.31,15.2,-128.1
2696,RB773,5382856,Bryson Roland,RB,UL Monroe,0.36,15.2,-128.1
2697,WR1191,5158981,Kaydon Finley,WR,Notre Dame,0.37,15.2,-128.1
2698,TE591,5289956,Arley Morrell,TE,Kansas State,0.31,7.8,-128.2
2699,TE592,5147734,Cole Snodgrass,TE,Texas State,0.25,7.8,-128.2
2700,RB774,5295385,Braeden George,RB,Navy,0.26,15.1,-128.2
2701,RB775,5327238,Christian Ponti,RB,UL Monroe,0.46,15.1,-128.2
2702,TE593,5219997,Kana'i Lopes,TE,Utah,0.22,7.8,-128.2
2703,WR1192,5280258,Sequel Patterson,WR,South Carolina,0.34,15.0,-128.3
2704,WR1193,5211192,Lebron Hill,WR,Vanderbilt,0.33,15.0,-128.3
2705,TE594,5268744,Jackson Stoner,TE,UTEP,0.25,7.7,-128.3
2706,TE595,5295940,Karl Peterson,TE,Old Dominion,0.19,7.7,-128.3
2707,TE596,5252196,Brock Camp,TE,Colorado State,0.3,7.7,-128.3
2708,RB776,5222657,Darrell Smith,RB,Louisiana,0.66,15.0,-128.3
2709,RB777,5244754,Keilan Chavies,RB,Boise State,0.34,15.0,-128.3
2710,RB778,5310790,Jaysen Angulo,RB,App State,0.29,15.0,-128.3
2711,TE597,5309285,Colin Ford,TE,Wyoming,0.25,7.6,-128.4
2712,TE598,5219598,Trace Estes,TE,Nevada,0.27,7.6,-128.4
2713,QB144,5075800,Emory Williams,QB,East Carolina,0.84,123.4,-128.4
2714,TE599,5289265,Lucas Hoffmeyer,TE,Central Michigan,0.31,7.6,-128.4
2715,TE600,5153623,Peter Bario,TE,UCLA,0.2,7.6,-128.4
2716,TE601,5215626,Jonathan Harding,TE,Memphis,0.33,7.6,-128.4
2717,WR1194,5245413,Zion Crumpton,WR,Mississippi State,0.34,14.9,-128.4
2718,TE602,5293340,Ayden Passley,TE,Florida International,0.24,7.6,-128.4
2719,WR1195,5119743,Keynan Higgins,WR,Colorado State,0.45,14.9,-128.4
2720,WR1196,5162689,Eli Hohlt,WR,Ball State,0.28,14.8,-128.5
2721,TE603,5219261,Cash Hayden,TE,Iowa State,0.24,7.5,-128.5
2722,TE604,5379841,Ben Verges,TE,Coastal Carolina,0.23,7.5,-128.5
2723,WR1197,5245055,Jayden Warren,WR,Texas A&M,0.32,14.8,-128.5
2724,WR1198,5385726,Tyren Hornes,WR,UCF,0.34,14.8,-128.5
2725,RB779,5207921,Tanner West,RB,Kansas State,0.41,14.7,-128.6
2726,WR1199,5159153,Kaden Trevino,WR,New Mexico State,0.27,14.7,-128.6
2727,TE605,5388387,Dominic Henning,TE,Air Force,0.25,7.4,-128.6
2728,TE606,5211200,Dominick Barry,TE,Wake Forest,0.21,7.4,-128.6
2729,WR1200,5306604,Anthony Aguirre,WR,Ole Miss,0.26,14.7,-128.6
2730,TE607,5219066,Danny King,TE,Nebraska,0.19,7.3,-128.7
2731,WR1201,5151954,Zahn Coakley,WR,UTSA,0.26,14.6,-128.7
2732,WR1202,5222214,Trae Stevenson,WR,South Alabama,0.38,14.6,-128.7
2733,TE608,5214452,Reiman Zebert,TE,Stanford,0.27,7.3,-128.7
2734,TE609,5301047,Elijah Huddle,TE,Sacramento State,0.22,7.3,-128.7
2735,RB780,5214648,Jayreon Campbell,RB,Indiana,0.36,14.6,-128.7
2736,WR1203,5208136,Matthew Outten,WR,Syracuse,0.38,14.6,-128.7
2737,RB781,5211771,Kadale Williams,RB,Toledo,0.39,14.5,-128.8
2738,RB782,5295391,Christian Cromer,RB,Navy,0.25,14.5,-128.8
2739,TE610,5222568,Ka'Maurri Smith,TE,Cincinnati,0.29,7.2,-128.8
2740,TE611,5388389,Kole Tompkins,TE,Air Force,0.27,7.1,-128.9
2741,WR1204,5219711,Seth Gale,WR,Tulane,0.32,14.4,-128.9
2742,WR1205,5200434,Connor Salmin,WR,Clemson,0.35,14.4,-128.9
2743,RB783,5158933,Lawrence Autry,RB,West Virginia,0.46,14.4,-128.9
2744,WR1206,5219042,Rico Crowder,WR,Kentucky,0.38,14.4,-128.9
2745,RB784,5210544,Damarius Yates,RB,Ole Miss,0.36,14.4,-128.9
2746,WR1207,5164691,Montavin Quisenberry,WR,Louisville,0.46,14.4,-128.9
2747,WR1208,5293962,Deon Hardin,WR,Tennessee,0.26,14.4,-128.9
2748,WR1209,5222654,Trenton Chaney,WR,Louisiana,0.52,14.4,-128.9
2749,RB785,5220447,Mario Robinson,RB,Arkansas,0.23,14.3,-129.0
2750,WR1210,5209709,Teriq Mallory,WR,Florida State,0.47,14.3,-129.0
2751,WR1211,5387668,JT Beasley,WR,Eastern Michigan,0.26,14.3,-129.0
2752,RB786,5280790,EJ Kelly,RB,SMU,0.37,14.3,-129.0
2753,RB787,5388312,Dylan Armentrout,RB,Kent State,0.33,14.3,-129.0
2754,RB788,5209427,Kolin Wilson,RB,Mississippi State,0.51,14.3,-129.0
2755,TE612,5209130,Taniela Tupou,TE,USC,0.23,7.0,-129.0
2756,TE613,5303242,JQ Crosby,TE,Georgia Southern,0.22,7.0,-129.0
2757,TE614,5224786,Logan Klein,TE,Delaware,0.21,7.0,-129.0
2758,TE615,5148412,Michael Burt,TE,Iowa,0.21,7.0,-129.0
2759,WR1212,5219540,Camden Kruisenga,WR,Central Michigan,0.42,14.2,-129.1
2760,RB789,5214939,Triston White,RB,Northern Illinois,0.44,14.2,-129.1
2761,WR1213,5382285,Jeremyah Lane,WR,Boise State,0.23,14.2,-129.1
2762,WR1214,5263666,Terrious Favors,WR,Boise State,0.33,14.2,-129.1
2763,RB790,5210055,Brooklen Davis,RB,Middle Tennessee,0.45,14.2,-129.1
2764,TE616,5201882,Blake Thiry,TE,Indiana,0.24,6.9,-129.1
2765,TE617,5219471,Noah Prior,TE,Army,0.16,6.9,-129.1
2766,RB791,5280784,Cooper Crosby,RB,Mississippi State,0.35,14.2,-129.1
2767,WR1215,5174450,Tate Kjar,WR,Utah State,0.36,14.1,-129.2
2768,RB792,5302756,Jake Randle,RB,Tulane,0.38,14.1,-129.2
2769,WR1216,5244757,Xavier Green,WR,Tulsa,0.27,14.1,-129.2
2770,TE618,5385741,Cole Coonrod,TE,Ball State,0.21,6.8,-129.2
2771,TE619,5195483,Micah Jones,TE,Florida,0.22,6.8,-129.2
2772,TE620,5213217,JT Taggart,TE,Maryland,0.2,6.8,-129.2
2773,TE621,5130409,Colton Heinrich,TE,Georgia,0.23,6.8,-129.2
2774,TE622,5210723,Corbin Laisure,TE,Colorado,0.18,6.8,-129.2
2775,TE623,5219027,Hunter Ousley,TE,Auburn,0.19,6.8,-129.2
2776,TE624,5150436,Wyatt Smalley,TE,Ole Miss,0.18,6.8,-129.2
2777,TE625,5219697,Brayden Johnson,TE,UAB,0.19,6.8,-129.2
2778,WR1217,5164353,Sah'nye Degraffenreidt,WR,Rutgers,0.34,14.1,-129.2
2779,RB793,5382524,Andrew Chavez,RB,Fresno State,0.23,14.1,-129.2
2780,WR1218,5150872,Andrew Adkison,WR,Purdue,0.27,14.0,-129.3
2781,RB794,5161647,Darius Taylor,RB,Virginia Tech,0.27,14.0,-129.3
2782,WR1219,5388362,Harris Vinson,WR,Air Force,0.32,14.0,-129.3
2783,TE626,5334338,Shane Kiley,TE,San José State,0.23,6.7,-129.3
2784,TE627,5149909,Tanner Hollinger,TE,Illinois,0.18,6.7,-129.3
2785,WR1220,5215106,Cameran Dickson,WR,Vanderbilt,0.31,14.0,-129.3
2786,TE628,5181572,Trynae Washington,TE,Oklahoma,0.29,6.7,-129.3
2787,TE629,5302827,TJ Sabatucci,TE,Buffalo,0.25,6.7,-129.3
2788,TE630,5211420,Landen Miree,TE,Arizona State,0.21,6.7,-129.3
2789,TE631,5222599,Devin Habermehl,TE,Northern Illinois,0.27,6.7,-129.3
2790,TE632,5218912,Blake Ragsdale,TE,Georgia Tech,0.19,6.7,-129.3
2791,TE633,5195688,Landon Pace,TE,Wyoming,0.22,6.7,-129.3
2792,RB795,5293701,Demani Stewart,RB,Army,0.35,13.9,-129.4
2793,WR1221,5217186,Chase Campbell,WR,Texas Tech,0.31,13.9,-129.4
2794,TE634,5293915,Kaleb Morrow,TE,East Carolina,0.19,6.6,-129.4
2795,TE635,5219020,Ocean Brabbs,TE,Bowling Green,0.25,6.6,-129.4
2796,WR1222,5394566,Jay Porter,WR,Washington State,0.25,13.9,-129.4
2797,WR1223,5149484,Phillip Wright III,WR,LSU,0.49,13.9,-129.4
2798,WR1224,5222530,Keenan Arcega-Whiteside,WR,Rice,0.5,13.9,-129.4
2799,WR1225,5220544,Joaquin Sandoval,WR,Wyoming,0.34,13.9,-129.4
2800,TE636,5255696,Tayveon Wilson,TE,Clemson,0.22,6.6,-129.4
2801,TE637,5196644,Stephen Collier,TE,East Carolina,0.19,6.6,-129.4
2802,WR1226,5295912,Dillon Rowley,WR,Southern Miss,0.29,13.9,-129.4
2803,TE638,5390432,Maika Kurkowski,TE,Florida Atlantic,0.17,6.5,-129.5
2804,TE639,5302737,Owen Pollock,TE,Florida Atlantic,0.26,6.5,-129.5
2805,WR1227,5198507,Mason James,WR,Washington,0.39,13.8,-129.5
2806,TE640,5215221,Connor Roush,TE,Georgia Tech,0.27,6.5,-129.5
2807,WR1228,5274779,Brady Marchese,WR,Auburn,0.38,13.8,-129.5
2808,WR1229,5204395,Bradley Martino,WR,Minnesota,0.35,13.8,-129.5
2809,WR1230,5384717,AJ Williams III,WR,New Mexico State,0.26,13.8,-129.5
2810,RB796,5244752,Favour Akih,RB,Ohio State,0.4,13.8,-129.5
2811,TE641,5252596,Brayden Fogle,TE,Georgia,0.25,6.5,-129.5
2812,TE642,5210481,Zane Gerbo,TE,Fresno State,0.26,6.5,-129.5
2813,TE643,5141371,Ethan Barbour,TE,Georgia,0.22,6.4,-129.6
2814,TE644,5215185,Isaiah Butler-Tanner,TE,UTSA,0.29,6.4,-129.6
2815,WR1231,5369943,Ejani Shakir,WR,Maryland,0.26,13.7,-129.6
2816,WR1232,5160163,Ethan Black,WR,Penn State,0.23,13.7,-129.6
2817,RB797,5258290,Malachi Fannin-Render,RB,James Madison,0.52,13.7,-129.6
2818,TE645,5297960,Noah Nelson,TE,North Dakota State,0.22,6.4,-129.6
2819,TE646,5328488,Luke Dehnicke,TE,Northwestern,0.23,6.4,-129.6
2820,TE647,5222635,Jon Grimmett,TE,Purdue,0.26,6.4,-129.6
2821,TE648,5214446,Brody Lennon,TE,Ohio State,0.27,6.4,-129.6
2822,TE649,5146893,Cole McConathy II,TE,Miami,0.19,6.4,-129.6
2823,TE650,5220787,Ethan Wood,TE,BYU,0.15,6.4,-129.6
2824,TE651,5210061,Trey Zvonar,TE,Miami (OH),0.25,6.3,-129.7
2825,TE652,5290850,Drake DeBaun,TE,Iowa State,0.26,6.3,-129.7
2826,WR1233,5196924,Kenny Williams,WR,Florida International,0.43,13.6,-129.7
2827,WR1234,5156088,Noah Flaskamp,WR,Missouri,0.22,13.6,-129.7
2828,WR1235,5214940,Jourdin Houston,WR,Rutgers,0.33,13.6,-129.7
2829,WR1236,5141497,Kamryn Jones,WR,Boise State,0.32,13.6,-129.7
2830,RB798,5310308,Loic Tshibangu,RB,Texas Tech,0.26,13.6,-129.7
2831,RB799,5265175,Bronwyn Rios,RB,Nevada,0.39,13.6,-129.7
2832,TE653,5290580,Liam Fuller,TE,Temple,0.19,6.3,-129.7
2833,TE654,5268642,Braden Bach,TE,TCU,0.26,6.3,-129.7
2834,TE655,5395313,Cam McFarlin,TE,South Alabama,0.18,6.3,-129.7
2835,TE656,5222571,Xavier Watson,TE,UConn,0.25,6.3,-129.7
2836,RB800,5219487,Micah Johnson,RB,Kansas,0.29,13.5,-129.8
2837,RB801,5148601,Karson Cox,RB,UCLA,0.42,13.5,-129.8
2838,RB802,5389943,Skylar Vann,RB,UNLV,0.35,13.5,-129.8
2839,WR1237,5390023,Jeremiah Nash,WR,UTEP,0.26,13.5,-129.8
2840,WR1238,5388367,Major Quin,WR,Air Force,0.31,13.5,-129.8
2841,WR1239,5126533,Jack Ressler,WR,Oregon,0.34,13.5,-129.8
2842,TE657,5274310,Tyler Ruxer,TE,Oklahoma,0.31,6.2,-129.8
2843,TE658,5219723,DJ Cicero,TE,Tulane,0.18,6.2,-129.8
2844,TE659,5222252,Max Hunt,TE,Pittsburgh,0.25,6.2,-129.8
2845,TE660,5308461,Caden Ramsey,TE,South Carolina,0.21,6.2,-129.8
2846,RB803,5210049,Chancellor Sparks,RB,Miami (OH),0.35,13.5,-129.8
2847,WR1240,5209348,Walker Bryson,WR,Wake Forest,0.31,13.5,-129.8
2848,TE661,5211118,Jordan Vyborny,TE,Iowa State,0.25,6.1,-129.9
2849,TE662,5141570,Sione Motuapuaka,TE,Utah,0.17,6.1,-129.9
2850,TE663,5273782,Zayion Cotton,TE,Mississippi State,0.28,6.1,-129.9
2851,TE664,5228652,Grant Laskey,TE,Charlotte,0.16,6.1,-129.9
2852,WR1241,5182885,Jayden Petit,WR,Oklahoma,0.37,13.4,-129.9
2853,TE665,5214444,Tyler Kielmeyer,TE,Northwestern,0.22,6.1,-129.9
2854,RB804,5219194,Aaron Davis,RB,Houston,0.3,13.4,-129.9
2855,WR1242,5388946,Joaquin Jordan,WR,North Dakota State,0.29,13.4,-129.9
2856,RB805,5262650,Julius Gillick,RB,Fresno State,0.4,13.4,-129.9
2857,WR1243,5295585,Dylan Herman,WR,Florida International,0.3,13.4,-129.9
2858,RB806,5216626,J.J. Hill,RB,Mississippi State,0.32,13.3,-130.0
2859,WR1244,5296963,Jet Tabb,WR,Kennesaw State,0.38,13.3,-130.0
2860,TE666,5265431,Brock Kuhl,TE,Sam Houston,0.2,6.0,-130.0
2861,WR1245,5092960,Cole Rhoden,WR,Colorado State,0.24,13.3,-130.0
2862,WR1246,5332189,Fredrick Moore,WR,Michigan State,0.24,13.3,-130.0
2863,RB807,5150285,Christian Burnette,RB,Auburn,0.22,13.3,-130.0
2864,TE667,5388937,Glen Weber,TE,Northern Illinois,0.19,5.9,-130.1
2865,TE668,5217042,Lincoln Keyes,TE,Georgia,0.23,5.9,-130.1
2866,WR1247,5263587,Matthew Maxey,WR,Kent State,0.51,13.2,-130.1
2867,TE669,5209345,JC Anderson,TE,LSU,0.23,5.9,-130.1
2868,TE670,5294281,Reno Roehm,TE,South Carolina,0.19,5.9,-130.1
2869,RB808,5294297,Gabe Mocek,RB,Tulane,0.34,13.2,-130.1
2870,WR1248,5307120,Brandon Paul,WR,Georgia Southern,0.28,13.2,-130.1
2871,RB809,5290447,Le'Kamren Meadows,RB,Western Kentucky,0.33,13.1,-130.2
2872,RB810,5207641,KD Jones,RB,Oklahoma State,0.46,13.1,-130.2
2873,WR1249,5388390,Noah McNair,WR,Air Force,0.3,13.1,-130.2
2874,WR1250,5265455,Kayden Miller,WR,Kennesaw State,0.34,13.1,-130.2
2875,RB811,5244758,Jae Lamar,RB,Georgia,0.33,13.1,-130.2
2876,TE671,5210412,Henry Gabalis,TE,Arizona,0.21,5.8,-130.2
2877,WR1251,5221285,Jacobe Hayes,WR,TCU,0.33,13.1,-130.2
2878,TE672,5210113,Charlie Wingfield,TE,Wake Forest,0.18,5.7,-130.3
2879,TE673,5209596,Cross Nimmo,TE,Western Kentucky,0.21,5.7,-130.3
2880,WR1252,5218909,Joseph Moseley,WR,Georgia Tech,0.31,13.0,-130.3
2881,RB812,5164340,Jordin Thomas,RB,San Diego State,0.46,13.0,-130.3
2882,RB813,5220668,Tre Kofe,RB,Utah State,0.34,13.0,-130.3
2883,RB814,5257958,Jackson McCarter,RB,James Madison,0.53,13.0,-130.3
2884,RB815,5332898,Mekai Smith,RB,Nevada,0.36,13.0,-130.3
2885,WR1253,5200108,Jaivon Solomon,WR,Duke,0.41,13.0,-130.3
2886,QB145,5078166,Ajani Sheppard,QB,Temple,0.78,121.5,-130.3
