rank,pos_rank,playerId,name,position,team,role,proj_points,draft_value
2220,WR1013,5209946,Jerquaden Guilford,WR,Ohio State,0.59,23.7,-119.6
2221,WR1014,5207661,Romel Stevens,WR,Arkansas State,0.46,23.6,-119.7
2222,RB646,5296029,Robert Henderson,RB,Southern Miss,0.44,23.6,-119.7
2223,RB647,5306635,Keenan Jackson Jr.,RB,North Texas,0.33,23.6,-119.7
2224,RB648,5218869,Sitani Mikaele,RB,Hawai'i,0.39,23.5,-119.8
2225,WR1015,5147373,Kylan Billiot,WR,James Madison,0.53,23.5,-119.8
2226,RB649,5216505,Jamar Searcy,RB,Wake Forest,0.63,23.5,-119.8
2227,TE429,5076117,Kade McIntyre,TE,Oklahoma,0.36,16.2,-119.8
2228,QB135,5210003,Chris Denson,QB,Clemson,0.82,132.0,-119.8
2229,WR1016,5220975,Jaquise Martin,WR,Houston,0.58,23.4,-119.9
2230,WR1017,5194811,Ky McNulty,WR,Troy,0.39,23.4,-119.9
2231,RB650,5296015,Zander Quinn,RB,Oregon,0.32,23.4,-119.9
2232,TE430,5092695,Shawn Rouse,TE,Marshall,0.36,16.1,-119.9
2233,TE431,5228041,Carson Kolb,TE,Oklahoma State,0.36,16.1,-119.9
2234,TE432,4920161,Tripp Riordan,TE,SMU,0.38,16.1,-119.9
2235,WR1018,5146164,Logan Saldate,WR,Notre Dame,0.52,23.3,-120.0
2236,WR1019,5304424,Luke Stubbs,WR,Clemson,0.41,23.3,-120.0
2237,WR1020,5351309,Jaylen Brown-Wallace,WR,Clemson,0.41,23.3,-120.0
2238,WR1021,5223093,Jeremiah Ware,WR,Georgia Southern,0.44,23.3,-120.0
2239,TE433,5297067,Kache Kaio,TE,Utah State,0.52,16.0,-120.0
2240,TE434,5231051,Nathan Hartman,TE,Old Dominion,0.37,16.0,-120.0
2241,TE435,5142743,Dakota Taylor,TE,Kent State,0.49,15.9,-120.1
2242,WR1022,5150773,Rett Andersen,WR,Texas,0.49,23.2,-120.1
2243,WR1023,5236366,Phillip Folmar,WR,Buffalo,0.44,23.2,-120.1
2244,RB651,5197058,Andre Devine,RB,West Virginia,0.56,23.2,-120.1
2245,TE436,5141712,Bear Tenney,TE,New Mexico,0.37,15.9,-120.1
2246,RB652,5233015,Cian McKelvey,RB,USC,0.49,23.2,-120.1
2247,RB653,5209316,Amante Martin,RB,TCU,0.46,23.2,-120.1
2248,TE437,5221049,James Rexroat,TE,Missouri State,0.42,15.9,-120.1
2249,TE438,4900578,Luke Seib,TE,Louisiana Tech,0.4,15.9,-120.1
2250,TE439,5215337,Preston Douglas,TE,NC State,0.48,15.8,-120.2
2251,TE440,5391551,Jaylen Jordon,TE,Florida,0.37,15.8,-120.2
2252,TE441,5236367,Michael Gelatko,TE,Buffalo,0.39,15.8,-120.2
2253,TE442,5155720,Victor Aderungboye,TE,North Texas,0.34,15.8,-120.2
2254,WR1024,5211482,Bryson Williams,WR,Michigan State,0.62,23.1,-120.2
2255,RB654,5230871,Skyler Jackson,RB,Oregon State,0.57,23.1,-120.2
2256,RB655,5141431,DJ Dugar,RB,Tulane,0.44,23.1,-120.2
2257,WR1025,5146748,Tre' Griffiths,WR,Hawai'i,0.42,23.0,-120.3
2258,TE443,5142264,Jay Lindsey,TE,Alabama,0.48,15.7,-120.3
2259,TE444,4870964,Will Randle,TE,Texas,0.35,15.7,-120.3
2260,WR1026,5081345,Alex Eichmann,WR,Iowa,0.47,23.0,-120.3
2261,WR1027,5151494,Tayte Vanderleest,WR,Central Michigan,0.49,23.0,-120.3
2262,WR1028,5160469,Trent Mosley,WR,USC,0.43,23.0,-120.3
2263,RB656,5121697,Jaylon Calhoun,RB,App State,0.5,22.9,-120.4
2264,TE445,5154308,Adam Howanitz,TE,Pittsburgh,0.36,15.6,-120.4
2265,RB657,5209304,Kourdey Glass,RB,Oregon State,0.59,22.9,-120.4
2266,TE446,5158372,Gavin Noe,TE,Navy,0.39,15.6,-120.4
2267,TE447,5150442,Davis Ambuehl,TE,Sacramento State,0.34,15.6,-120.4
2268,RB658,5381523,James Lewis,RB,Cincinnati,0.33,22.8,-120.5
2269,WR1029,5301027,Hayden Anderson,WR,Sacramento State,0.43,22.8,-120.5
2270,WR1030,5232359,Keon Davis,WR,Kennesaw State,0.34,22.8,-120.5
2271,TE448,5150338,Brian Dyer,TE,Army,0.35,15.5,-120.5
2272,TE449,5207801,Mason Peterson,TE,TCU,0.4,15.4,-120.6
2273,WR1031,5160400,Ross Nickson,WR,Oregon State,0.39,22.7,-120.6
2274,WR1032,5076653,Brandon Hills,WR,Akron,0.49,22.7,-120.6
2275,WR1033,5079766,Chanz Wiggins,WR,Virginia Tech,0.45,22.7,-120.6
2276,RB659,5334231,Adarion Nettles,RB,North Texas,0.29,22.7,-120.6
2277,WR1034,5221235,Kenedy Uzoma,WR,Temple,0.43,22.5,-120.8
2278,TE450,5163847,Max Friedman,TE,San José State,0.4,15.2,-120.8
2279,TE451,5114312,Will Monney,TE,Utah,0.46,15.2,-120.8
2280,WR1035,5198561,Sam Turner,WR,Auburn,0.47,22.5,-120.8
2281,WR1036,5207806,Jacob Washington,WR,Michigan,0.48,22.5,-120.8
2282,TE452,5230293,Kam Bell,TE,Jacksonville State,0.35,15.2,-120.8
2283,RB660,5290496,R.J. Blount,RB,Temple,0.44,22.4,-120.9
2284,TE453,5216506,DJ Asiasi,TE,Nevada,0.6,15.1,-120.9
2285,RB661,5328345,Isaiah Jackson,RB,Kentucky,0.46,22.3,-121.0
2286,TE454,4921318,Spencer Shannon,TE,Texas,0.33,15.0,-121.0
2287,TE455,5264590,Brown Reaves,TE,Coastal Carolina,0.36,15.0,-121.0
2288,WR1037,5161722,Samuel Padgitt,WR,Houston,0.36,22.2,-121.1
2289,WR1038,5295437,Alvin Jones III,WR,Buffalo,0.42,22.2,-121.1
2290,TE456,5262779,Grant McAtee,TE,Tulsa,0.35,14.9,-121.1
2291,WR1039,5263766,Craig Dandridge,WR,Georgia,0.43,22.2,-121.1
2292,WR1040,5295436,Dwayne Early Jr.,WR,Buffalo,0.42,22.2,-121.1
2293,TE457,5157026,Abraham Myers,TE,North Dakota State,0.31,14.9,-121.1
2294,WR1041,5195545,Zymear Smith,WR,Maryland,0.56,22.2,-121.1
2295,RB662,5159010,Messiah Mickens,RB,Virginia Tech,0.49,22.2,-121.1
2296,WR1042,5147685,Josiah McLaurin,WR,Marshall,0.53,22.2,-121.1
2297,WR1043,5162399,Darius Copeland,WR,Liberty,0.54,22.2,-121.1
2298,WR1044,5164355,Joakim Dodson,WR,Tennessee,0.59,22.2,-121.1
2299,RB663,5159076,Deshonne Redeaux,RB,USC,0.48,22.1,-121.2
2300,WR1045,5220027,Shey Williams,WR,Buffalo,0.35,22.1,-121.2
2301,RB664,5158978,Damon Ferguson Jr.,RB,Pittsburgh,0.46,22.1,-121.2
2302,WR1046,5141719,Elijah Thomas,WR,Oklahoma,0.53,22.1,-121.2
2303,WR1047,5084897,Peter Gonzalez,WR,Penn State,0.43,22.0,-121.3
2304,TE458,5144785,Julian Johnson,TE,Minnesota,0.36,14.7,-121.3
2305,TE459,5156349,Jalen Hoffman,TE,Michigan,0.35,14.7,-121.3
2306,RB665,5305463,Nick Woodford,RB,Central Michigan,0.54,22.0,-121.3
2307,TE460,5159145,Jerry Lydiatt,TE,New Mexico State,0.36,14.7,-121.3
2308,RB666,5281489,Robert Lathon Jr.,RB,Middle Tennessee,0.45,21.9,-121.4
2309,WR1048,5153613,Carter Shaw,WR,Stanford,0.48,21.9,-121.4
2310,WR1049,5227770,Brendon McQueen,WR,Missouri State,0.49,21.8,-121.5
2311,RB667,5151321,Mason Culton,RB,UTSA,0.31,21.8,-121.5
2312,TE461,5079634,A.J. Pugliano,TE,Oregon,0.42,14.5,-121.5
2313,RB668,5209011,Terrell Mitchell,RB,Rutgers,0.51,21.7,-121.6
2314,RB669,5214395,Shekai Mills-Knight,RB,Ole Miss,0.45,21.6,-121.7
2315,RB670,5244759,Christian Rhodes,RB,SMU,0.45,21.6,-121.7
2316,TE462,5150775,Bryce Chambers,TE,Texas,0.34,14.3,-121.7
2317,WR1050,5147344,Tyson Turner,WR,Houston,0.53,21.6,-121.7
2318,TE463,5265450,Jamari Harrold,TE,Kennesaw State,0.4,14.3,-121.7
2319,TE464,5331543,Bodie Boydstun,TE,Oklahoma State,0.34,14.2,-121.8
2320,WR1051,5198104,Elijah Burress,WR,Notre Dame,0.51,21.5,-121.8
2321,RB671,5161909,Corey Rashad,RB,Illinois,0.36,21.5,-121.8
2322,TE465,5125744,Emiliano Soldevilla,TE,Louisiana,0.33,14.2,-121.8
2323,WR1052,5155161,Jack Yanachik,WR,Michigan State,0.37,21.4,-121.9
2324,TE466,5194615,Brody Benke,TE,Middle Tennessee,0.42,14.1,-121.9
2325,TE467,5116115,Maxence LeBlanc,TE,Ohio State,0.36,14.0,-122.0
2326,WR1053,5295488,Justin Ruffin Jr.,WR,Central Michigan,0.66,21.3,-122.0
2327,TE468,5387661,Adon Turner,TE,Eastern Michigan,0.34,14.0,-122.0
2328,RB672,5302802,Daveon Singleton,RB,UTEP,0.47,21.3,-122.0
2329,RB673,5381524,James Minor,RB,Cincinnati,0.32,21.2,-122.1
2330,WR1054,5295482,Kendall Jones,WR,Central Michigan,0.4,21.2,-122.1
2331,WR1055,5077670,Jackson Grier,WR,App State,0.53,21.2,-122.1
2332,RB674,5214653,Kory Amachree,RB,Kansas,0.42,21.2,-122.1
2333,WR1056,5293827,Manny Choice,WR,Oklahoma,0.49,21.2,-122.1
2334,RB675,5182122,Legend Bey,RB,Ohio State,0.46,21.1,-122.2
2335,WR1057,5218588,Danny Curran,WR,Georgia,0.32,21.1,-122.2
2336,RB676,5382529,Deuce Lawrence,RB,Wake Forest,0.46,21.1,-122.2
2337,RB677,5144164,Riley Wormley,RB,USC,0.57,21.1,-122.2
2338,TE469,5379844,Bryson Wood,TE,Coastal Carolina,0.31,13.8,-122.2
2339,TE470,5219190,Lyviel Waters,TE,Cincinnati,0.37,13.8,-122.2
2340,TE471,5222674,Ryan Boultwood,TE,San José State,0.33,13.8,-122.2
2341,RB678,5265523,Kelvin Washington,RB,Tulsa,0.52,21.1,-122.2
2342,TE472,5079590,Dylan Mesman,TE,Louisville,0.38,13.8,-122.2
2343,WR1058,5177423,Zeek Jackson,WR,Wake Forest,0.32,21.0,-122.3
2344,RB679,5215150,Gabe Fields,RB,Vanderbilt,0.56,21.0,-122.3
2345,RB680,5295758,Joe Ober,RB,Coastal Carolina,0.43,21.0,-122.3
2346,TE473,5295344,Devon Martin,TE,SMU,0.31,13.7,-122.3
2347,WR1059,5085413,Keagan Cunningham,WR,TCU,0.33,20.9,-122.4
2348,WR1060,5096110,Jaden Morehead,WR,TCU,0.33,20.9,-122.4
2349,TE474,5152196,Gage Brook,TE,Wyoming,0.3,13.6,-122.4
2350,WR1061,5146751,Jose Leon,WR,App State,0.53,20.9,-122.4
2351,TE475,5296086,Chris Gacayan II,TE,Tulsa,0.32,13.6,-122.4
2352,WR1062,5202117,Malik Clark,WR,South Carolina,0.52,20.8,-122.5
2353,WR1063,5394591,Eelijah Singleton,WR,Southern Miss,0.31,20.8,-122.5
2354,WR1064,5302269,De'yhare Overstreet-Glover,WR,San Diego State,0.34,20.8,-122.5
2355,TE476,4921109,Jackson Carver,TE,Miami,0.34,13.5,-122.5
2356,RB681,5218741,Jayden Parker,RB,California,0.52,20.8,-122.5
2357,RB682,5141714,Kamran Williams,RB,UNLV,0.61,20.8,-122.5
2358,TE477,5151005,Jakson Judge,TE,Tulane,0.3,13.4,-122.6
2359,RB683,5211696,Noah Sanders,RB,Toledo,0.42,20.7,-122.6
2360,WR1065,5301026,Tye Nickens,WR,Sacramento State,0.41,20.7,-122.6
2361,WR1066,5084659,Eric Smith,WR,Liberty,0.63,20.7,-122.6
2362,WR1067,5193292,La'Don Bryant,WR,Northern Illinois,0.62,20.6,-122.7
2363,WR1068,5141359,Dillon Alfred,WR,Ole Miss,0.53,20.6,-122.7
2364,WR1069,5150895,Claiborne Richards,WR,Vanderbilt,0.32,20.6,-122.7
2365,RB684,5282573,Braylon Toliver,RB,North Dakota State,0.38,20.6,-122.7
2366,WR1070,5193104,Austin Clay,WR,Bowling Green,0.6,20.6,-122.7
2367,TE478,5141358,Kiotti Armstrong,TE,Texas A&M,0.32,13.3,-122.7
2368,RB685,5158934,Shahn Alston,RB,USC,0.43,20.5,-122.8
2369,RB686,5081163,Anthony Favrow,RB,Missouri,0.49,20.5,-122.8
2370,RB687,5228911,Sir Autry,RB,San José State,0.64,20.5,-122.8
2371,TE479,5228759,Dillon Galloway,TE,App State,0.45,13.2,-122.8
2372,TE480,5142597,Thomas Meyer,TE,Iowa,0.4,13.2,-122.8
2373,TE481,5150693,Vince Benetti,TE,Iowa State,0.29,13.2,-122.8
2374,RB688,5291806,Ty Cummings,RB,Georgia Southern,0.42,20.4,-122.9
2375,RB689,5326984,Ricardo Laboy,RB,Massachusetts,0.36,20.4,-122.9
2376,RB690,5172097,Jayden Ford,RB,Florida International,0.4,20.4,-122.9
2377,WR1071,5295511,Erik Ronning,WR,Kennesaw State,0.56,20.4,-122.9
2378,WR1072,5193309,Tyler Nystrom,WR,Wyoming,0.41,20.4,-122.9
2379,WR1073,5215396,Andrew Leslie,WR,Troy,0.44,20.4,-122.9
2380,WR1074,5194308,Kyle Koch,WR,North Texas,0.32,20.3,-123.0
2381,QB136,5164314,Scotty Fox Jr.,QB,West Virginia,0.87,128.8,-123.0
2382,WR1075,5216050,Terry Shelton,WR,TCU,0.51,20.3,-123.0
2383,WR1076,4912346,Jayden Mines,WR,James Madison,0.36,20.3,-123.0
2384,RB691,5198313,O'Lontae Dean,RB,Iowa,0.5,20.3,-123.0
2385,WR1077,5196024,Tyreek Robinson,WR,Pittsburgh,0.43,20.3,-123.0
2386,TE482,5225456,Javery Mayberry,TE,Southern Miss,0.36,12.9,-123.1
2387,TE483,5193325,Jake Wilson,TE,Wyoming,0.3,12.9,-123.1
2388,TE484,5149008,Gavin Hoffman,TE,Missouri,0.36,12.9,-123.1
2389,QB137,4713649,Drew Dickey,QB,Arkansas State,0.77,128.7,-123.1
2390,QB138,5089314,Hank Brown,QB,Iowa,0.93,128.7,-123.1
2391,TE485,5299144,Crandall Quinn,TE,Michigan,0.33,12.8,-123.2
2392,TE486,5150697,AJ Petersen,TE,Iowa State,0.28,12.8,-123.2
2393,TE487,5150420,Henry Garrity,TE,Notre Dame,0.31,12.8,-123.2
2394,WR1078,5207889,Andre Feast,WR,Arkansas State,0.44,20.1,-123.2
2395,RB692,5327679,Celley Davis,RB,Kennesaw State,0.44,20.1,-123.2
2396,WR1079,5258360,Jah'Marren Jackson,WR,Troy,0.44,20.0,-123.3
2397,WR1080,5057358,Tony Martin,WR,Marshall,0.35,20.0,-123.3
2398,TE488,5146754,Jacob Simpson,TE,Minnesota,0.31,12.6,-123.4
2399,WR1081,5120771,Flynn Schiele,WR,Cincinnati,0.29,19.9,-123.4
2400,RB693,5372196,Amari Thomas,RB,Florida State,0.46,19.9,-123.4
2401,RB694,5302489,Ben McCreary,RB,Oklahoma,0.35,19.9,-123.4
2402,TE489,5152192,Cayden Echternach,TE,Nebraska,0.28,12.6,-123.4
2403,TE490,5100751,Cole Reemsnyder,TE,Virginia Tech,0.29,12.5,-123.5
2404,WR1082,5158960,Jordan Clay,WR,Washington,0.42,19.8,-123.5
2405,RB695,5149001,Daniel Anderson,RB,Northwestern,0.49,19.8,-123.5
2406,RB696,5295180,Cam Macon,RB,Akron,0.45,19.8,-123.5
2407,RB697,5296866,Soren Rief,RB,UConn,0.58,19.8,-123.5
2408,TE491,5293671,Jeremiah Beck Jr.,TE,Southern Miss,0.29,12.5,-123.5
2409,WR1083,5193284,Winn Sharp,WR,Bowling Green,0.64,19.7,-123.6
2410,TE492,5221211,Semi Taulanga,TE,Utah,0.39,12.4,-123.6
2411,TE493,5146763,Kaden Anderson,TE,Boise State,0.31,12.4,-123.6
2412,RB698,5148777,Titan Lacaden,RB,Hawai'i,0.42,19.7,-123.6
2413,TE494,5221306,Jake Furtney,TE,Ohio,0.39,12.4,-123.6
2414,RB699,5295198,Amare Gomez,RB,Colorado State,0.59,19.7,-123.6
2415,WR1084,5157059,Kellen Tasby,WR,Tulane,0.43,19.7,-123.6
2416,WR1085,5301055,Guy Fernandez III,WR,Sacramento State,0.36,19.6,-123.7
2417,WR1086,5215172,Kenny Darby,WR,Kentucky,0.42,19.6,-123.7
2418,WR1087,5217201,Amari Isaac,WR,Florida International,0.39,19.6,-123.7
2419,WR1088,5297929,Chris Kiel,WR,North Dakota State,0.35,19.6,-123.7
2420,QB139,5057381,Ryder Burton,QB,UAB,0.9,128.1,-123.7
2421,WR1089,5156116,Juju Preston,WR,Clemson,0.52,19.5,-123.8
2422,WR1090,5219573,Sutton Lee,WR,TCU,0.32,19.5,-123.8
2423,RB700,5224769,Daniel McConomy,RB,Delaware,0.4,19.5,-123.8
2424,TE495,5210485,Braiden Bachich-Dixon,TE,San José State,0.41,12.1,-123.9
2425,TE496,5146760,Ridge Barker,TE,Texas,0.28,12.1,-123.9
2426,WR1091,5218897,Carlos Orr-Gillespie,WR,Utah State,0.36,19.4,-123.9
2427,WR1092,5223789,Nik Henry,WR,UTEP,0.41,19.4,-123.9
2428,WR1093,5382841,LT Robinson,WR,UL Monroe,0.32,19.4,-123.9
2429,TE497,5220648,Aubrey Heath,TE,Georgia Southern,0.29,12.0,-124.0
2430,WR1094,5219011,EJ Reid,WR,UAB,0.42,19.3,-124.0
2431,WR1095,5156893,Jordan Martin,WR,Texas State,0.38,19.3,-124.0
2432,WR1096,5222689,Johnathan Montague Jr.,WR,Boston College,0.35,19.3,-124.0
2433,WR1097,5086017,Logan Forbes,WR,Michigan,0.31,19.3,-124.0
2434,RB701,5220388,Ashton Jones,RB,Middle Tennessee,0.41,19.3,-124.0
2435,TE498,5151137,Aiden Miller,TE,Western Kentucky,0.27,12.0,-124.0
2436,TE499,5158246,Jace Nixon,TE,Fresno State,0.38,12.0,-124.0
2437,WR1098,5218653,Ty Burd,WR,Vanderbilt,0.31,19.2,-124.1
2438,WR1099,5390043,King Phillips,WR,Georgia Southern,0.29,19.2,-124.1
2439,WR1100,5157282,Nathan Schuessler,WR,Coastal Carolina,0.34,19.2,-124.1
2440,RB702,5295851,Justin Lewis,RB,Massachusetts,0.42,19.2,-124.1
2441,RB703,5310446,Leonardo Valle,RB,Colorado,0.45,19.2,-124.1
2442,WR1101,5150291,Will Upton,WR,Auburn,0.32,19.1,-124.2
2443,RB704,5290699,Nazir Jones-Davis,RB,Eastern Michigan,0.44,19.1,-124.2
2444,RB705,5273264,Justin Compere,RB,Florida International,0.38,19.1,-124.2
2445,RB706,5292032,John Hebert,RB,Houston,0.42,19.1,-124.2
2446,WR1102,5257269,Omar Mims Jr.,WR,Toledo,0.39,19.1,-124.2
2447,RB707,5219007,Ryan Henley,RB,Wake Forest,0.38,19.1,-124.2
2448,TE500,5146636,Arthur Ban,TE,Arizona,0.33,11.7,-124.3
2449,RB708,5302869,TK Davis,RB,Massachusetts,0.37,19.0,-124.3
2450,RB709,5098610,Terrell Walden II,RB,Miami,0.33,19.0,-124.3
2451,TE501,5164345,Chase Loftin,TE,Florida State,0.41,11.7,-124.3
2452,WR1103,5291186,Brandon Walton,WR,North Dakota State,0.38,19.0,-124.3
2453,TE502,5146770,Khalil Witherspoon,TE,Akron,0.38,11.7,-124.3
2454,RB710,5209377,Chase Enlow,RB,Buffalo,0.43,19.0,-124.3
2455,RB711,5221058,Damon Sisa,RB,Arkansas State,0.33,19.0,-124.3
2456,TE503,5158450,Zach Grace,TE,LSU,0.33,11.6,-124.4
2457,QB140,5079516,KJ Jackson,QB,Arkansas,0.8,127.4,-124.4
2458,WR1104,5369908,Elijah Murray,WR,Alabama,0.32,18.9,-124.4
2459,RB712,5211768,Mike Taylor Jr.,RB,Ohio,0.58,18.9,-124.4
2460,TE504,5222676,Brady Clough,TE,Boston College,0.44,11.6,-124.4
2461,WR1105,5369913,Warner Ross,WR,Alabama,0.32,18.9,-124.4
2462,TE505,5207795,London Deyon,TE,Sam Houston,0.3,11.6,-124.4
2463,RB713,5388945,Godson Rufus-Okomhanru,RB,North Dakota State,0.38,18.8,-124.5
2464,TE506,5217177,Taimane Purcell,TE,California,0.37,11.5,-124.5
2465,RB714,5294121,Ryken Moon,RB,Washington,0.62,18.8,-124.5
2466,TE507,5238341,Jackson Kohl,TE,Coastal Carolina,0.36,11.5,-124.5
2467,RB715,5215624,Jayden Barr,RB,Georgia Tech,0.4,18.8,-124.5
2468,WR1106,5220471,Andre Gilbert Jr.,WR,Navy,0.3,18.8,-124.5
2469,WR1107,5209363,Jase Mathews,WR,Ole Miss,0.36,18.7,-124.6
2470,TE508,5148818,Clemens Richter,TE,UConn,0.44,11.4,-124.6
2471,TE509,5141652,Gus Ritchey,TE,NC State,0.31,11.3,-124.7
2472,TE510,5229953,Aidan O'Callaghan,TE,Memphis,0.31,11.3,-124.7
2473,TE511,5089450,Peyton Fox,TE,Alabama,0.28,11.2,-124.8
2474,TE512,5147330,James Giggey,TE,Arizona State,0.26,11.2,-124.8
2475,TE513,5301221,Xavier Newsom,TE,Auburn,0.31,11.2,-124.8
2476,RB716,5159029,Jonathan Hatton Jr.,RB,Oklahoma,0.44,18.5,-124.8
2477,WR1108,5222710,Landon Walker,WR,Navy,0.38,18.5,-124.8
2478,RB717,5209161,Malachi Coleman,RB,Syracuse,0.54,18.5,-124.8
2479,WR1109,5161780,Jordyn Bridgewater,WR,UCF,0.51,18.5,-124.8
2480,WR1110,5252200,Qumonte Williams Jr.,WR,Boise State,0.37,18.5,-124.8
2481,RB718,5216509,Davian Jackson,RB,Texas State,0.42,18.5,-124.8
2482,TE514,5306480,Cade Hays,TE,Sam Houston,0.41,11.2,-124.8
2483,WR1111,5086018,Bryce Wilcox,WR,Michigan,0.31,18.4,-124.9
2484,TE515,5139854,Trey Jackson,TE,SMU,0.32,11.1,-124.9
2485,TE516,5212635,Mikkel Skinner,TE,Kentucky,0.33,11.1,-124.9
2486,WR1112,5215242,Bryce Randolph,WR,Liberty,0.57,18.4,-124.9
2487,WR1113,5207598,Charles Taplin,WR,Michigan State,0.5,18.4,-124.9
2488,WR1114,5222191,Jackson Baird,WR,Baylor,0.25,18.4,-124.9
2489,RB719,5219023,Cole Gamble,RB,Auburn,0.43,18.4,-124.9
2490,RB720,5310922,Jack Stevens,RB,Virginia,0.34,18.3,-125.0
2491,WR1115,5214503,Jeremiah Jones,WR,Nebraska,0.45,18.2,-125.1
2492,RB721,5225238,Fredrick Moore,RB,Alabama,0.32,18.2,-125.1
2493,RB722,5291815,Courshawn Hill,RB,San José State,0.45,18.2,-125.1
2494,TE517,4781743,Chase Tuatagaloa,TE,Utah State,0.26,10.9,-125.1
2495,TE518,5148281,Rhys Phillips,TE,Rice,0.25,10.9,-125.1
2496,QB141,5153978,Camden Coleman,QB,James Madison,0.79,126.7,-125.1
2497,TE519,5146267,Brett Elliott,TE,Duke,0.31,10.9,-125.1
2498,TE520,5217701,Jackson Shockley,TE,Tulsa,0.32,10.9,-125.1
2499,RB723,5141565,Byron Louis,RB,Florida,0.59,18.2,-125.1
2500,RB724,5209302,Quaid Carr,RB,Washington,0.56,18.1,-125.2
2501,QB142,4872721,Cardell Williams,QB,Maryland,0.81,126.6,-125.2
2502,WR1116,5189015,Kaleb Mitchell,WR,Sam Houston,0.39,18.1,-125.2
2503,WR1117,5151280,Chris Bruce,WR,Rice,0.35,18.1,-125.2
2504,WR1118,5297763,Tyler J. Williams,WR,Georgia,0.48,18.1,-125.2
2505,WR1119,5230757,Andre Brown,WR,Florida International,0.47,18.1,-125.2
2506,WR1120,5195617,Shaun Terry II,WR,Missouri,0.51,18.1,-125.2
2507,RB725,5265462,Joshua Troupe,RB,Kennesaw State,0.41,18.1,-125.2
2508,RB726,5209688,JT Lindsey,RB,Ole Miss,0.37,18.0,-125.3
2509,RB727,5271114,Jerod Terry Jr.,RB,New Mexico,0.45,18.0,-125.3
2510,RB728,5218728,Neil Salvage III,RB,South Carolina,0.39,18.0,-125.3
2511,TE521,5265563,Henry Gregory,TE,Georgia Southern,0.25,10.7,-125.3
2512,TE522,5162685,Leo Collins,TE,Ball State,0.28,10.7,-125.3
2513,TE523,5220460,Luke Logan,TE,Oklahoma State,0.37,10.7,-125.3
2514,RB729,5203601,Shawn Simeon,RB,UConn,0.63,17.9,-125.4
2515,RB730,5291131,Ameir Morrow,RB,Temple,0.4,17.9,-125.4
2516,RB731,5290564,Ashton Rowden,RB,Texas Tech,0.39,17.9,-125.4
2517,TE524,5295588,Tommy Arnold,TE,Kent State,0.25,10.6,-125.4
2518,QB143,5141531,Jamar Malone,QB,Sacramento State,0.85,126.4,-125.4
2519,WR1121,5159039,C.J. Sadler,WR,North Carolina,0.43,17.9,-125.4
2520,WR1122,5156379,DaMarion Fowlkes,WR,Missouri,0.57,17.9,-125.4
2521,WR1123,5209350,Jordon Gidron,WR,South Carolina,0.39,17.8,-125.5
2522,WR1124,5293706,Jaden Pydyn,WR,Army,0.36,17.8,-125.5
2523,RB732,5217820,Monterrio Elston Jr.,RB,Kansas State,0.61,17.8,-125.5
2524,WR1125,5293698,Stroman Bridges,WR,Army,0.38,17.8,-125.5
2525,RB733,5200430,Brian Bonner Jr.,RB,Washington,0.4,17.8,-125.5
2526,TE525,5227760,David Wise,TE,Temple,0.26,10.5,-125.5
2527,TE526,5238340,Jamal Frilot,TE,UTEP,0.36,10.5,-125.5
2528,RB734,5290549,Jamarcea Plater,RB,Tulsa,0.36,17.8,-125.5
2529,WR1126,5388943,Kye Schlichting,WR,North Dakota State,0.34,17.8,-125.5
2530,RB735,5307118,Bre'Lan Mareus,RB,Georgia Southern,0.38,17.7,-125.6
2531,RB736,5203606,Derrek Cooper,RB,Texas,0.42,17.7,-125.6
2532,RB737,5164337,King Davis,RB,Missouri State,0.54,17.7,-125.6
2533,RB738,5219571,Joe Pitchford,RB,TCU,0.32,17.6,-125.7
2534,TE527,5159858,Jaden Landrum,TE,Colorado State,0.41,10.3,-125.7
2535,TE528,5222570,Luke Tevis,TE,Tulsa,0.32,10.3,-125.7
2536,TE529,5150581,Tony Boggs,TE,Duke,0.26,10.3,-125.7
2537,TE530,5146766,Charlie Crowell,TE,Washington,0.35,10.3,-125.7
2538,RB739,5264245,Xavier Ford,RB,Minnesota,0.52,17.6,-125.7
2539,WR1127,5154315,Benny Haselrig,WR,Pittsburgh,0.28,17.6,-125.7
2540,WR1128,5219113,AJ Maes,WR,Boise State,0.28,17.6,-125.7
2541,WR1129,5297958,SJ Green,WR,North Dakota State,0.36,17.6,-125.7
2542,WR1130,5076099,Stephon Daily,WR,Colorado State,0.38,17.6,-125.7
2543,WR1131,5158998,Aaron Gregory,WR,Texas A&M,0.38,17.5,-125.8
2544,RB740,5382992,Rayshun Hurt,RB,Louisiana Tech,0.45,17.5,-125.8
2545,RB741,5216317,Demarius Robinson,RB,Arizona State,0.6,17.5,-125.8
2546,TE531,5383059,Jadin Hambrick,TE,Middle Tennessee,0.26,10.2,-125.8
2547,TE532,5151037,Jason Jeffares,TE,Charlotte,0.25,10.2,-125.8
2548,RB742,5257214,Lucas Farrington,RB,Jacksonville State,0.56,17.4,-125.9
2549,WR1132,5215173,Johnny Williams,WR,East Carolina,0.34,17.4,-125.9
2550,WR1133,5387611,Jaylen Andrews,WR,Buffalo,0.28,17.4,-125.9
2551,TE533,5207807,Justin Zames,TE,Virginia,0.26,10.1,-125.9
2552,TE534,5193285,Joe Stein,TE,Northern Illinois,0.39,10.1,-125.9
