rank,pos_rank,name,position,team,proj_points,floor,ceil,draft_value,adp,adp_gap,espn_proj,injury,line_source,pass_yds,pass_td,interceptions,rush_yds,rush_td,receptions,rec_yds,rec_td,fumbles
294,TE51,Luke Musgrave,TE,GB,40.6,22.9,59.5,-122.9,169.9,-124.1,16.2,OUT,vegas,0.0,0.0,0.0,0.0,0.0,17.0,176.0,1.0,0.0
295,TE52,Elijah Higgins,TE,ARI,40.2,22.6,58.6,-123.3,169.9,-125.1,43.0,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,18.0,179.0,1.0,0.86
296,TE53,Daniel Bellinger,TE,TEN,40.1,22.5,59.0,-123.4,170.0,-126.0,26.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,17.0,171.0,1.0,0.0
297,RB79,Emari Demercado,RB,KC,40.1,20.3,60.5,-123.4,170.4,-126.6,63.8,ACTIVE,vegas,0.0,0.0,0.0,120.0,1.0,12.0,83.0,0.6,0.92
298,RB80,Kaelon Black,RB,SF,39.9,19.9,60.3,-123.6,170.4,-127.6,60.5,ACTIVE,vegas,0.0,0.0,0.0,200.0,2.0,6.0,43.0,0.0,1.2
299,TE54,Charlie Kolar,TE,LAC,38.4,20.9,57.2,-125.1,170.0,-129.0,36.2,ACTIVE,vegas,0.0,0.0,0.0,2.0,0.0,16.0,162.0,1.0,0.0
300,WR131,Demarcus Robinson,WR,SF,38.5,21.0,57.2,-125.2,170.0,-130.0,9.5,ACTIVE,vegas,0.0,0.0,0.0,4.34,0.0,14.0,181.0,1.0,0.0
301,WR132,Tez Johnson,WR,TB,38.4,20.3,56.8,-125.3,170.0,-131.0,21.6,QUESTIONABLE,vegas,0.0,0.0,0.0,10.0,0.0,14.0,174.0,1.0,0.0
302,WR133,Xavier Hutchinson,WR,HOU,38.1,20.0,57.0,-125.6,170.2,-131.8,66.4,ACTIVE,vegas,0.0,0.0,0.0,14.2,0.0,14.0,167.0,1.0,0.0
303,TE55,Oscar Delp,TE,NO,37.8,20.1,56.2,-125.7,170.0,-133.0,18.0,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,17.0,164.0,1.0,0.8
304,WR134,CJ Daniels,WR,LAR,37.7,19.9,55.8,-126.0,170.0,-134.0,9.6,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,15.0,177.0,1.0,0.8
305,WR135,Jaylin Lane,WR,WAS,37.7,19.7,56.9,-126.0,170.0,-135.0,37.3,ACTIVE,vegas,0.0,0.0,0.0,14.0,0.0,14.0,163.0,1.0,0.0
306,WR136,Brenen Thompson,WR,LAC,37.4,19.3,56.3,-126.3,170.0,-136.0,27.5,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,14.0,190.0,1.0,0.8
307,WR137,Bryce Lance,WR,NO,37.1,19.2,56.0,-126.6,170.0,-137.0,39.5,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,15.0,177.0,1.0,0.8
308,TE56,Jonnu Smith,TE,,36.7,18.4,56.1,-126.8,170.0,-138.0,,ACTIVE,vegas,0.0,0.0,0.0,10.0,0.29,15.0,139.0,1.0,0.45
309,TE57,Zach Ertz,TE,,36.7,19.2,54.9,-126.8,170.0,-139.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,16.0,147.0,1.0,0.0
310,RB81,Trevor Etienne,RB,CAR,36.2,17.9,55.4,-127.3,170.0,-140.0,16.7,ACTIVE,vegas,0.0,0.0,0.0,164.0,1.0,8.0,58.0,0.0,0.0
311,WR138,KeAndre Lambert-Smith,WR,LAC,35.5,17.3,54.3,-128.2,170.0,-141.0,18.1,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,13.0,159.0,1.0,0.0
312,WR139,Treylon Burks,WR,WAS,34.8,16.8,53.5,-128.9,170.0,-142.0,45.0,ACTIVE,vegas,0.0,0.0,0.0,16.0,0.0,12.0,152.0,1.0,0.0
313,WR140,Jalen Tolbert,WR,MIA,34.2,16.2,53.1,-129.5,170.5,-142.5,85.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,13.0,152.0,1.0,0.0
314,RB82,Seth McGowan,RB,IND,33.9,15.4,53.0,-129.6,170.2,-143.8,15.7,ACTIVE,vegas,0.0,0.0,0.0,184.0,1.0,7.0,49.0,0.0,1.2
315,RB83,Will Shipley,RB,PHI,33.8,15.6,52.6,-129.7,170.1,-144.9,28.0,ACTIVE,vegas,0.0,0.0,0.0,105.0,1.0,10.0,73.0,0.0,0.0
316,WR141,Jalen Royals,WR,KC,33.9,16.6,52.2,-129.8,170.0,-146.0,18.4,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,13.0,143.0,1.0,0.0
317,RB84,Malik Davis,RB,DAL,33.7,15.8,52.8,-129.8,169.9,-147.1,0.0,ACTIVE,vegas,0.0,0.0,0.0,178.0,1.0,6.0,39.0,0.0,0.0
318,TE58,Cade Stover,TE,HOU,33.2,15.7,51.5,-130.3,170.0,-148.0,34.8,ACTIVE,vegas,0.0,0.0,0.0,2.0,0.0,14.0,130.0,1.0,0.0
319,RB85,Austin Ekeler,RB,,33.1,15.3,51.7,-130.4,170.0,-149.0,,ACTIVE,vegas,0.0,0.0,0.0,118.0,1.0,9.0,63.0,0.0,0.0
320,TE59,Tyler Higbee,TE,LAR,32.9,15.7,50.9,-130.6,169.8,-150.2,38.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,14.0,129.0,1.0,0.0
321,TE60,Austin Hooper,TE,ATL,32.4,14.8,50.8,-131.1,170.0,-151.0,43.4,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,14.0,132.0,1.0,0.41
322,TE61,Michael Trigg,TE,DAL,32.2,13.9,51.0,-131.3,170.0,-152.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,14.0,138.0,1.0,0.8
323,RB86,Kaleb Johnson,RB,PIT,32.0,14.8,50.2,-131.5,170.1,-152.9,4.8,ACTIVE,vegas,0.0,0.0,0.0,174.0,1.0,5.0,36.0,0.0,0.0
324,RB87,Devin Neal,RB,NO,31.9,13.5,51.2,-131.6,170.0,-154.0,0.0,QUESTIONABLE,vegas,0.0,0.0,0.0,160.0,1.0,7.0,49.0,0.0,1.0
325,TE62,Sam Roush,TE,CHI,31.9,14.9,50.2,-131.6,170.0,-155.0,8.7,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,14.0,135.0,1.0,0.8
326,TE63,Jackson Hawes,TE,BUF,31.9,14.2,50.3,-131.6,170.0,-156.0,27.4,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,13.0,129.0,1.0,0.0
327,TE64,Drew Sample,TE,CIN,31.8,14.4,50.2,-131.7,170.0,-157.0,38.8,ACTIVE,vegas,0.0,0.0,0.0,1.65,0.0,13.0,126.0,1.0,0.0
328,TE65,Josh Oliver,TE,MIN,31.4,13.8,49.6,-132.1,169.9,-158.1,38.4,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,13.0,124.0,1.0,0.0
329,TE66,Eli Raridon,TE,NE,31.4,13.8,49.1,-132.1,169.9,-159.1,37.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,14.0,130.0,1.0,0.8
330,TE67,Luke Schoonmaker,TE,DAL,31.4,14.3,49.6,-132.1,169.9,-160.1,27.7,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,13.0,124.0,1.0,0.0
331,TE68,Tanner Koziol,TE,JAX,31.2,13.4,50.1,-132.3,170.0,-161.0,9.2,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,14.0,128.0,1.0,0.8
332,WR142,Isaiah Williams,WR,NYJ,31.3,13.4,50.4,-132.4,170.0,-162.0,46.8,ACTIVE,vegas,0.0,0.0,0.0,18.0,0.0,12.0,135.0,1.0,1.0
333,WR143,Kyle Williams,WR,NE,31.2,13.3,49.8,-132.5,169.9,-163.1,22.6,ACTIVE,vegas,0.0,0.0,0.0,4.0,0.0,10.0,148.0,1.0,0.0
334,TE69,John Bates,TE,WAS,31.0,13.3,49.8,-132.5,170.0,-164.0,34.6,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,13.0,128.0,1.0,0.4
335,TE70,Noah Fant,TE,NO,30.9,12.7,50.3,-132.6,170.0,-165.0,36.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,15.0,156.0,1.0,2.85
336,WR144,Joshua Palmer,WR,BUF,31.0,12.7,49.8,-132.7,169.9,-166.1,44.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,12.0,146.0,1.0,0.8
337,WR145,Kevin Coleman,WR,MIA,30.8,13.3,49.7,-132.9,170.0,-167.0,32.9,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,12.0,144.0,1.0,0.8
338,TE71,Tommy Tremble,TE,CAR,30.5,12.9,48.4,-133.0,169.9,-168.1,43.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,13.0,128.0,1.0,0.63
339,TE72,Matt Hibner,TE,,30.2,12.8,49.4,-133.3,,,,,vegas,0.0,0.0,0.0,0.0,0.0,13.0,128.0,1.0,0.8
340,WR146,Jimmy Horn,WR,CAR,30.2,13.0,48.5,-133.5,170.0,-170.0,21.2,ACTIVE,vegas,0.0,0.0,0.0,18.0,0.0,10.0,124.0,1.0,0.0
341,RB88,DJ Giddens,RB,IND,30.0,12.1,49.0,-133.5,170.2,-170.8,36.0,QUESTIONABLE,vegas,0.0,0.0,0.0,137.0,1.0,6.0,43.0,0.0,0.0
342,TE73,Miles Kitselman,TE,,30.0,12.8,48.0,-133.5,,,,,vegas,0.0,0.0,0.0,0.0,0.0,13.0,126.0,1.0,0.8
343,TE74,Jaren Kanak,TE,TEN,30.0,12.4,49.1,-133.5,170.0,-173.0,,INJURY_RESERVE,vegas,0.0,0.0,0.0,0.0,0.0,13.0,126.0,1.0,0.8
344,TE75,Lance Mason,TE,,30.0,13.0,48.2,-133.5,,,,,vegas,0.0,0.0,0.0,0.0,0.0,13.0,126.0,1.0,0.8
345,WR147,Devontez Walker,WR,BAL,29.9,12.7,48.5,-133.8,170.0,-175.0,44.0,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,10.0,133.0,1.0,0.0
346,TE76,Brevyn Spann-Ford,TE,DAL,29.4,11.9,47.9,-134.1,170.0,-176.0,9.5,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,12.0,114.0,1.0,0.0
347,WR148,Nick Westbrook-Ikhine,WR,IND,29.5,12.0,47.9,-134.2,170.0,-177.0,17.3,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,10.0,135.0,1.0,0.0
348,WR149,Colbie Young,WR,CIN,29.4,12.2,47.6,-134.3,170.0,-178.0,39.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,11.0,140.0,1.0,0.8
349,WR150,Tai Felton,WR,MIN,29.2,11.5,47.7,-134.5,170.0,-179.0,9.0,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,10.0,126.0,1.0,0.0
350,WR151,Savion Williams,WR,GB,29.2,11.4,48.6,-134.5,170.2,-179.8,60.6,ACTIVE,vegas,0.0,0.0,0.0,42.0,0.0,10.0,118.0,1.0,1.39
351,RB89,Nick Chubb,RB,,28.7,11.0,47.2,-134.8,169.8,-181.2,,ACTIVE,vegas,0.0,0.0,0.0,138.0,1.0,5.0,31.0,0.38,0.75
352,WR152,Brandin Cooks,WR,,28.8,11.4,46.8,-134.9,170.0,-182.0,,ACTIVE,vegas,0.0,0.0,0.0,0.25,0.0,10.0,128.0,1.0,0.0
353,WR153,Aaron Anderson,WR,,28.6,11.2,48.0,-135.1,,,,,vegas,0.0,0.0,0.0,0.0,0.0,11.0,132.0,1.0,0.8
354,WR154,Eric McAlister,WR,,28.5,11.1,47.5,-135.2,,,,,vegas,0.0,0.0,0.0,0.0,0.0,11.0,131.0,1.0,0.8
355,RB90,J'Mari Taylor,RB,,28.3,10.3,46.4,-135.2,,,,,vegas,0.0,0.0,0.0,160.0,1.0,5.0,37.0,0.0,1.2
356,WR155,Tyler Lockett,WR,,28.3,11.3,46.0,-135.4,170.0,-186.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,11.0,113.0,1.0,0.0
357,TE77,Marlin Klein,TE,HOU,27.9,10.4,46.1,-135.6,170.0,-187.0,8.9,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,12.0,115.0,1.0,0.8
358,WR156,Odell Beckham,WR,NYG,28.0,10.6,46.5,-135.7,169.3,-188.7,24.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,10.0,120.0,1.0,0.0
359,TE78,Adam Trautman,TE,DEN,27.8,11.0,45.6,-135.7,170.0,-189.0,28.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,11.0,108.0,1.0,0.0
360,RB91,Adam Randall,RB,BAL,27.7,9.7,46.9,-135.8,170.4,-189.6,25.1,QUESTIONABLE,vegas,0.0,0.0,0.0,103.0,1.0,8.0,58.0,0.0,1.2
361,RB92,Ollie Gordon,RB,MIA,27.7,10.2,46.6,-135.8,170.6,-190.4,34.9,QUESTIONABLE,vegas,0.0,0.0,0.0,120.0,1.0,3.0,22.0,0.75,0.0
362,WR157,Eric Rivers,WR,,27.8,10.4,45.9,-135.9,,,,,vegas,0.0,0.0,0.0,0.0,0.0,11.0,124.0,1.0,0.8
363,WR158,Kalif Raymond,WR,CHI,27.7,10.3,45.8,-136.0,170.0,-193.0,48.0,ACTIVE,vegas,0.0,0.0,0.0,11.0,0.0,9.0,116.0,1.0,0.0
364,TE79,Ben Sinnott,TE,WAS,27.5,10.4,45.6,-136.0,170.0,-194.0,26.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,11.0,105.0,1.0,0.0
365,TE80,Brock Wright,TE,DET,27.3,10.4,45.3,-136.2,169.9,-195.1,18.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,11.0,103.0,1.0,0.0
366,RB93,Trey Benson,RB,ARI,27.2,9.2,45.9,-136.3,170.0,-196.0,0.0,QUESTIONABLE,vegas,0.0,0.0,0.0,120.0,1.0,3.0,22.0,1.0,1.0
367,RB94,Jawhar Jordan,RB,HOU,27.0,9.7,45.1,-136.5,170.2,-196.8,6.9,QUESTIONABLE,vegas,0.0,0.0,0.0,127.0,1.0,5.0,33.0,0.0,0.0
368,TE81,Will Dissly,TE,,27.0,10.4,44.3,-136.5,170.0,-198.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,11.0,100.0,1.0,0.0
369,TE82,John Michael Gyllenborg,TE,,26.8,9.5,45.1,-136.7,,,,,vegas,0.0,0.0,0.0,0.0,0.0,11.0,114.0,1.0,0.8
370,WR159,David Sills,WR,TB,26.9,9.9,45.1,-136.8,170.0,-200.0,,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,9.0,113.0,1.0,0.0
371,WR160,Marquez Valdes-Scantling,WR,DAL,26.9,10.2,45.1,-136.8,170.0,-201.0,,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,8.0,123.0,1.0,0.0
372,RB95,Najee Harris,RB,NYG,26.3,9.2,44.5,-137.2,170.0,-202.0,50.0,ACTIVE,vegas,0.0,0.0,0.0,117.0,1.0,5.0,36.0,0.0,0.0
373,RB96,Jerome Ford,RB,,26.3,9.4,44.1,-137.2,170.0,-203.0,0.0,QUESTIONABLE,vegas,0.0,0.0,0.0,99.0,1.0,6.0,44.0,0.0,0.0
374,TE83,Josh Cuevas,TE,BAL,26.2,8.8,44.4,-137.3,170.0,-204.0,8.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,11.0,108.0,1.0,0.8
375,WR161,Jermaine Burton,WR,,26.0,9.3,43.4,-137.7,170.0,-205.0,,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,8.0,114.0,1.0,0.0
376,TE84,Nate Boerkircher,TE,JAX,25.8,8.3,43.7,-137.7,170.0,-206.0,18.5,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,11.0,104.0,1.0,0.8
377,WR162,Jahdae Walker,WR,CHI,25.9,8.8,44.2,-137.8,169.9,-207.1,8.7,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,9.0,109.0,1.0,0.0
378,TE85,Grant Calcaterra,TE,PHI,25.6,8.5,43.6,-137.9,170.0,-208.0,0.0,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,10.0,96.0,1.0,0.0
379,TE86,Ja'Tavion Sanders,TE,CAR,24.9,8.2,42.5,-138.6,169.9,-209.1,42.3,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,10.0,89.0,1.0,0.0
380,RB97,Demond Claiborne,RB,MIN,24.8,8.0,42.8,-138.7,170.4,-209.6,16.8,ACTIVE,vegas,0.0,0.0,0.0,138.0,1.0,4.0,30.0,0.0,1.0
381,RB98,Tahj Brooks,RB,CIN,24.4,6.9,42.4,-139.1,170.2,-210.8,18.4,ACTIVE,vegas,0.0,0.0,0.0,132.0,1.0,3.0,22.0,0.0,0.0
382,WR163,Reggie Virgil,WR,ARI,24.5,7.7,42.1,-139.2,170.0,-212.0,8.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,9.0,111.0,1.0,0.8
383,RB99,Kareem Hunt,RB,,24.1,6.9,42.7,-139.4,170.0,-213.0,,ACTIVE,vegas,0.0,0.0,0.0,130.0,1.0,3.0,22.0,0.25,0.78
384,WR164,Xavier Smith,WR,LAR,24.1,6.8,41.9,-139.6,170.0,-214.0,11.6,ACTIVE,vegas,0.0,0.0,0.0,16.0,0.0,7.0,95.0,1.0,0.0
385,RB100,George Holani,RB,SEA,23.9,7.0,41.5,-139.6,170.3,-214.7,41.5,ACTIVE,vegas,0.0,0.0,0.0,123.0,1.0,4.0,29.0,0.0,0.67
386,WR165,Roman Wilson,WR,PIT,24.0,6.6,42.2,-139.7,170.0,-216.0,28.9,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,9.0,118.0,1.0,1.39
387,WR166,Lil'Jordan Humphrey,WR,DEN,23.4,6.8,41.4,-140.3,169.8,-217.2,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,8.0,100.0,1.0,0.32
388,WR167,Jordan Whittington,WR,LAR,23.3,7.0,41.1,-140.4,169.9,-218.1,31.7,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,8.0,87.0,1.0,0.0
389,RB101,Desmond Reid,RB,,22.9,5.9,41.6,-140.6,,,,,vegas,0.0,0.0,0.0,122.0,1.0,4.0,31.0,0.0,1.2
390,RB102,Devin Singletary,RB,NYG,22.8,4.3,42.1,-140.7,170.0,-220.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,41.0,2.1,5.0,32.0,0.0,1.04
391,TE87,Connor Heyward,TE,LV,22.5,5.9,40.9,-141.0,170.0,-221.0,10.3,ACTIVE,vegas,0.0,0.0,0.0,14.0,1.0,4.0,33.0,1.3,0.0
392,RB103,Brashard Smith,RB,KC,22.5,5.9,40.7,-141.0,170.1,-221.9,1.0,ACTIVE,vegas,0.0,0.0,0.0,67.0,1.0,4.0,32.0,0.43,0.0
393,RB104,Audric Estime,RB,NO,22.0,5.3,39.7,-141.5,170.0,-223.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,119.0,1.0,3.0,17.0,0.0,0.28
394,TE88,Mitchell Evans,TE,CAR,21.9,5.7,39.4,-141.6,170.0,-224.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,1.04,0.0,8.0,77.0,1.01,0.0
395,RB105,Dameon Pierce,RB,PHI,21.8,5.2,39.9,-141.7,170.0,-225.0,,ACTIVE,vegas,0.0,0.0,0.0,106.0,1.0,3.0,22.0,0.0,0.0
396,WR168,Deion Burks,WR,IND,21.7,4.9,39.5,-142.0,170.0,-226.0,,ACTIVE,vegas,0.0,0.0,0.0,2.0,0.0,8.0,91.0,1.0,0.8
397,WR169,Tim Patrick,WR,NYJ,21.7,5.2,40.1,-142.0,170.0,-227.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,6.0,77.0,1.34,0.0
398,RB106,Isaac Guerendo,RB,SF,21.2,4.7,39.2,-142.3,170.1,-227.9,1.0,OUT,vegas,0.0,0.0,0.0,116.0,1.0,2.0,16.0,0.0,0.0
399,TE89,Taysom Hill,TE,,19.6,2.1,38.2,-143.9,170.0,-229.0,,ACTIVE,vegas,42.88,0.6,0.59,20.0,1.68,4.0,35.0,0.0,1.46
400,RB107,Phil Mafah,RB,DAL,19.5,2.2,38.0,-144.0,170.2,-229.8,28.2,QUESTIONABLE,vegas,0.0,0.0,0.0,32.0,2.13,2.0,15.0,0.0,0.0
401,TE90,Mo Alie-Cox,TE,IND,19.3,3.2,36.7,-144.2,170.0,-231.0,27.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,8.0,74.0,0.65,0.0
402,RB108,Jam Miller,RB,NE,18.0,1.6,35.5,-145.5,170.0,-232.0,,ACTIVE,vegas,0.0,0.0,0.0,92.0,1.0,3.0,22.0,0.0,1.2
403,RB109,Cam Akers,RB,,16.4,1.3,32.8,-147.1,170.0,-233.0,,ACTIVE,vegas,44.77,1.29,0.0,16.0,0.16,2.0,15.0,0.65,0.24
404,WR170,Ben Skowronek,WR,PIT,16.2,0.7,33.2,-147.5,170.0,-234.0,3.9,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,4.8,72.9,0.59,0.0
405,RB110,Roschon Johnson,RB,CHI,16.0,0.0,33.0,-147.5,170.0,-235.0,,ACTIVE,vegas,0.0,0.0,0.0,42.0,1.4,2.0,14.0,0.0,0.0
406,TE91,Tip Reiman,TE,ARI,15.4,0.3,31.3,-148.1,170.0,-236.0,8.4,OUT,vegas,0.0,0.0,0.0,0.0,0.0,8.0,74.0,0.0,0.0
407,WR171,Luke McCaffrey,WR,WAS,15.2,0.0,32.0,-148.5,169.9,-237.1,18.5,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,53.0,0.99,0.0
408,TE92,Luke Farrell,TE,SF,13.7,0.0,30.4,-149.8,170.0,-238.0,10.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,5.0,51.0,0.89,0.86
409,TE93,Quintin Morris,TE,JAX,13.6,0.0,30.0,-149.9,170.0,-239.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.94,0.0
410,RB111,Jeremy McNichols,RB,WAS,13.5,0.0,30.4,-150.0,170.0,-240.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,42.0,0.98,3.0,22.0,0.0,0.88
411,TE94,Foster Moreau,TE,HOU,13.0,0.0,29.2,-150.5,170.0,-241.0,19.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,5.0,48.0,0.53,0.0
412,WR172,Tutu Atwell,WR,MIA,13.0,0.0,29.4,-150.7,170.1,-241.9,57.0,ACTIVE,vegas,0.0,0.0,0.0,5.0,0.0,4.0,62.0,0.38,0.0
413,WR173,Allen Lazard,WR,,12.9,0.0,29.2,-150.8,170.0,-243.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,34.0,1.09,0.0
414,RB112,Raheem Mostert,RB,,12.5,0.0,28.9,-151.0,170.0,-244.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,42.0,0.31,5.0,33.0,0.0,0.91
415,RB113,Michael Carter,RB,TEN,12.5,0.0,28.7,-151.0,170.0,-245.0,,ACTIVE,vegas,0.0,0.0,0.0,29.0,0.73,3.0,22.0,0.0,0.0
416,WR174,Tyrell Shavers,WR,BUF,12.4,0.0,29.1,-151.3,170.0,-246.0,11.0,OUT,vegas,0.0,0.0,0.0,1.0,0.0,2.0,19.0,1.4,0.0
417,TE95,Payne Durham,TE,TB,12.1,0.0,28.2,-151.4,170.0,-247.0,18.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.67,0.0
418,RB114,Ty Chandler,RB,NO,12.0,0.0,28.2,-151.5,170.0,-248.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,21.0,0.0,6.0,39.0,0.0,0.0
419,WR175,Cedric Tillman,WR,CLE,12.0,0.0,28.8,-151.7,170.0,-249.0,7.3,QUESTIONABLE,vegas,0.0,0.0,0.0,0.43,0.0,3.0,36.0,1.09,0.59
420,WR176,Bo Melton,WR,GB,12.0,0.0,27.9,-151.7,170.0,-250.0,11.7,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,4.0,52.0,0.36,0.0
421,TE96,Jack Stoll,TE,CLE,11.8,0.0,27.8,-151.7,170.0,-251.0,7.6,INJURY_RESERVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.71,0.0
422,WR177,James Proche,WR,,11.8,0.0,27.8,-151.9,170.0,-252.0,,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,5.42,57.85,0.0,0.0
423,WR178,Isaiah Hodgins,WR,NYG,11.7,0.0,27.9,-152.0,170.0,-253.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,52.0,0.42,0.0
424,RB115,Jaleel McLaughlin,RB,DEN,11.3,0.0,27.7,-152.2,170.0,-254.0,,ACTIVE,vegas,0.0,0.0,0.0,40.0,0.52,2.0,15.0,0.23,0.33
425,WR179,Theo Wease,WR,MIA,11.4,0.0,27.7,-152.3,170.0,-255.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,49.0,0.42,0.0
426,TE97,Jeremy Ruckert,TE,NYJ,10.9,0.0,27.1,-152.6,170.0,-256.0,25.3,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,5.0,43.0,0.27,0.0
427,RB116,Ameer Abdullah,RB,JAX,10.4,0.0,26.6,-153.1,170.0,-257.0,,ACTIVE,vegas,0.0,0.0,0.0,13.0,0.61,2.0,15.0,0.47,0.46
428,WR180,DeAndre Hopkins,WR,,10.4,0.0,26.4,-153.3,170.0,-258.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.32,0.0
429,WR181,Van Jefferson,WR,WAS,10.3,0.0,26.9,-153.4,170.0,-259.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,38.0,0.58,0.0
430,TE98,Nate Adkins,TE,DEN,10.0,0.0,26.1,-153.5,170.0,-260.0,18.7,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.71,0.0
431,TE99,Davis Allen,TE,LAR,10.0,0.0,26.0,-153.5,170.0,-261.0,19.5,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,29.0,0.68,0.0
432,WR182,Cody White,WR,SEA,10.1,0.0,25.9,-153.6,170.0,-262.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.27,0.0
433,TE100,Durham Smythe,TE,BAL,9.9,0.0,25.8,-153.6,170.0,-263.0,23.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,5.0,49.0,0.0,0.0
434,WR183,Noah Brown,WR,LV,9.9,0.0,26.5,-153.8,170.0,-264.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,53.0,0.1,0.0
435,TE101,Josh Whyle,TE,GB,9.4,0.0,25.1,-154.1,170.0,-265.0,8.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,32.0,0.54,0.0
436,RB117,Elijah Mitchell,RB,,9.3,0.0,25.0,-154.2,170.0,-266.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,59.0,0.0,2.0,14.0,0.0,0.0
