rank,pos_rank,name,position,team,proj_points,floor,ceil,draft_value,adp,adp_gap,espn_proj,injury,line_source,pass_yds,pass_td,interceptions,rush_yds,rush_td,receptions,rec_yds,rec_td,fumbles
582,K6,Chris Boswell,K,PIT,107.0,85.6,128.4,4.0,163.8,-418.2,142.9,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,K7,Harrison Mevis,K,LAR,106.0,84.8,127.2,3.0,132.1,-450.9,159.5,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,K8,Evan McPherson,K,CIN,106.0,84.8,127.2,3.0,169.1,-414.9,142.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,K9,Cameron Dicker,K,LAC,106.0,84.8,127.2,3.0,106.9,-478.1,161.9,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,K10,Tyler Loop,K,BAL,106.0,84.8,127.2,3.0,164.5,-421.5,146.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,DST10,JAX,DST,JAX,99.0,79.2,118.8,3.0,167.9,-419.1,81.4,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,K11,Jake Bates,K,DET,105.0,84.0,126.0,2.0,156.5,-431.5,145.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,K12,Chase McLaughlin,K,TB,105.0,84.0,126.0,2.0,169.8,-419.2,142.2,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,DST11,PIT,DST,PIT,98.0,78.4,117.6,2.0,117.2,-472.8,125.9,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,DST12,KC,DST,KC,97.0,77.6,116.4,1.0,163.9,-427.1,100.4,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,K13,Tyler Bass,K,BUF,103.0,82.4,123.6,0.0,169.5,-422.5,136.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,DST13,NYG,DST,NYG,96.0,76.8,115.2,0.0,169.4,-423.6,70.0,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,DST14,LAC,DST,LAC,96.0,76.8,115.2,0.0,164.1,-429.9,93.4,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,DST15,GB,DST,GB,96.0,76.8,115.2,0.0,168.5,-426.5,90.3,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,DST16,DAL,DST,DAL,96.0,76.8,115.2,0.0,166.2,-429.8,78.7,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,DST17,CHI,DST,CHI,95.0,76.0,114.0,-1.0,169.4,-427.6,89.0,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,K14,Eddy Pineiro,K,SF,101.0,80.8,121.2,-2.0,149.1,-448.9,155.3,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,DST18,IND,DST,IND,94.0,75.2,112.8,-2.0,170.2,-428.8,75.2,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,DST19,SF,DST,SF,94.0,75.2,112.8,-2.0,168.6,-431.4,82.9,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,DST20,BUF,DST,BUF,94.0,75.2,112.8,-2.0,168.8,-432.2,58.5,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,K15,Harrison Butker,K,KC,100.0,80.0,120.0,-3.0,145.5,-456.5,148.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,K16,Cairo Santos,K,CHI,100.0,80.0,120.0,-3.0,168.4,-434.6,144.4,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,K17,Wil Lutz,K,DEN,100.0,80.0,120.0,-3.0,169.7,-434.3,135.9,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,DST21,ATL,DST,ATL,93.0,74.4,111.6,-3.0,170.1,-434.9,60.6,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,K18,Blake Grupe,K,IND,99.0,79.2,118.8,-4.0,170.0,-436.0,132.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,DST22,CAR,DST,CAR,91.0,72.8,109.2,-5.0,169.8,-437.2,62.3,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,DST23,TB,DST,TB,91.0,72.8,109.2,-5.0,169.9,-438.1,92.8,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,K19,Andy Borregales,K,NE,96.0,76.8,115.2,-7.0,170.0,-439.0,129.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,DST24,CIN,DST,CIN,89.0,71.2,106.8,-7.0,169.8,-440.2,73.5,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,K20,Nick Folk,K,ATL,95.0,76.0,114.0,-8.0,170.2,-440.8,141.3,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,DST25,NO,DST,NO,87.0,69.6,104.4,-9.0,170.2,-441.8,90.6,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,K21,Charlie Smyth,K,NO,93.0,74.4,111.6,-10.0,170.2,-442.8,137.9,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,K22,Ryan Fitzgerald,K,CAR,92.0,73.6,110.4,-11.0,169.8,-444.2,124.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,DST26,WAS,DST,WAS,85.0,68.0,102.0,-11.0,169.7,-445.3,61.7,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,K23,Jake Moody,K,,91.0,72.8,109.2,-12.0,169.9,-446.1,0.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,K24,Jason Sanders,K,NYJ,91.0,72.8,109.2,-12.0,169.8,-447.2,128.4,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,DST27,CLE,DST,CLE,84.0,67.2,100.8,-12.0,154.7,-463.3,104.3,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,K25,Jake Elliott,K,PHI,90.0,72.0,108.0,-13.0,168.8,-450.2,135.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,K26,Chad Ryland,K,ARI,89.0,71.2,106.8,-14.0,169.9,-450.1,121.7,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,K27,Joey Slye,K,TEN,84.0,67.2,100.8,-19.0,169.9,-451.1,123.4,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,K28,Andre Szmyt,K,CLE,84.0,67.2,100.8,-19.0,169.9,-452.1,121.7,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,DST28,TEN,DST,TEN,77.0,61.6,92.4,-19.0,169.9,-453.1,67.0,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,DST29,LV,DST,LV,75.0,60.0,90.0,-21.0,169.7,-454.3,53.9,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,DST30,ARI,DST,ARI,75.0,60.0,90.0,-21.0,169.8,-455.2,50.7,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,DST31,NYJ,DST,NYJ,74.0,59.2,88.8,-22.0,170.0,-456.0,84.5,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,DST32,MIA,DST,MIA,72.0,57.6,86.4,-24.0,169.4,-457.6,44.5,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,K29,Matt Gay,K,LV,75.0,60.0,90.0,-28.0,169.4,-458.6,125.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,K30,Trey Smack,K,GB,70.0,56.0,84.0,-33.0,167.9,-461.1,144.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,K31,Zane Gonzalez,K,,60.0,48.0,72.0,-43.0,170.0,-460.0,0.0,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,K32,Dominic Zvada,K,NYG,56.0,44.8,67.2,-47.0,169.9,-461.1,137.2,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,K33,Daniel Carlson,K,,52.0,41.6,62.4,-51.0,170.0,-462.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,K34,Brandon McManus,K,,46.0,36.8,55.2,-57.0,169.9,-463.1,0.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,K35,Ben Sauls,K,NYG,41.0,32.8,49.2,-62.0,169.7,-464.3,0.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,K36,Riley Patterson,K,MIA,37.0,29.6,44.4,-66.0,169.9,-465.1,127.4,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,K37,Drew Stevens,K,WAS,22.0,17.6,26.4,-81.0,169.9,-466.1,133.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,K38,Matt Prater,K,,22.0,17.6,26.4,-81.0,169.9,-467.1,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,K39,Graham Gano,K,,22.0,17.6,26.4,-81.0,170.0,-468.0,0.0,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,K40,Younghoe Koo,K,,22.0,17.6,26.4,-81.0,169.7,-469.3,0.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,K41,Michael Badgley,K,,22.0,17.6,26.4,-81.0,170.0,-470.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,K42,Cade York,K,NYJ,13.0,10.4,15.6,-90.0,170.0,-471.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,K43,Will Ferrin,K,,6.0,4.8,7.2,-97.0,,,,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,K44,Lenny Krieg,K,,6.0,4.8,7.2,-97.0,,,,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,K45,Parker Romo,K,,0.0,0.0,0.0,-103.0,170.0,-474.0,,ACTIVE,espn,,,,,,,,,
645,K46,Justin Tucker,K,,0.0,0.0,0.0,-103.0,169.5,-475.5,,ACTIVE,espn,,,,,,,,,
646,K47,Brayden Narveson,K,,0.0,0.0,0.0,-103.0,170.0,-476.0,,ACTIVE,espn,,,,,,,,,
647,K48,Spencer Shrader,K,IND,0.0,0.0,0.0,-103.0,169.9,-477.1,0.0,ACTIVE,espn,,,,,,,,,
648,K49,Caden Davis,K,,0.0,0.0,0.0,-103.0,169.9,-478.1,,ACTIVE,espn,,,,,,,,,
649,K50,Greg Zuerlein,K,,0.0,0.0,0.0,-103.0,170.0,-479.0,,QUESTIONABLE,espn,,,,,,,,,
650,K51,Dustin Hopkins,K,,0.0,0.0,0.0,-103.0,170.0,-480.0,,ACTIVE,espn,,,,,,,,,
651,K52,Tanner Brown,K,NO,0.0,0.0,0.0,-103.0,170.0,-481.0,0.0,ACTIVE,espn,,,,,,,,,
652,K53,Jude McAtamney,K,,0.0,0.0,0.0,-103.0,169.9,-482.1,,ACTIVE,espn,,,,,,,,,
653,K54,Austin Seibert,K,,0.0,0.0,0.0,-103.0,170.0,-483.0,,ACTIVE,espn,,,,,,,,,
654,K55,Christopher Dunn,K,,0.0,0.0,0.0,-103.0,170.0,-484.0,,ACTIVE,espn,,,,,,,,,
655,K56,Lucas Havrisik,K,,0.0,0.0,0.0,-103.0,170.0,-485.0,0.0,ACTIVE,espn,,,,,,,,,
656,K57,Greg Joseph,K,,0.0,0.0,0.0,-103.0,170.0,-486.0,,ACTIVE,espn,,,,,,,,,
657,K58,Joshua Karty,K,,0.0,0.0,0.0,-103.0,170.0,-487.0,0.0,ACTIVE,espn,,,,,,,,,
658,K59,Anders Carlson,K,,0.0,0.0,0.0,-103.0,170.0,-488.0,,ACTIVE,espn,,,,,,,,,
659,K60,Matthew Wright,K,,0.0,0.0,0.0,-103.0,170.0,-489.0,,ACTIVE,espn,,,,,,,,,
