rank,pos_rank,name,position,team,proj_points,floor,ceil,draft_value,adp,adp_gap,espn_proj,injury,line_source,pass_yds,pass_td,interceptions,rush_yds,rush_td,receptions,rec_yds,rec_td,fumbles
1,RB1,Jahmyr Gibbs,RB,DET,324.6,266.8,384.8,143.6,1.5,0.5,364.9,ACTIVE,dk+hist,0.0,0.0,0.0,1199.5,12.23,52.37,449.5,6.12,1.39
2,RB2,Bijan Robinson,RB,ATL,303.2,250.5,357.5,122.2,2.6,0.6,352.8,ACTIVE,dk+hist,0.0,0.0,0.0,1174.5,8.72,61.2,574.5,3.36,2.7
3,WR1,Ja'Marr Chase,WR,CIN,302.8,246.4,360.3,121.4,4.1,1.1,337.5,ACTIVE,dk+hist,0.0,0.0,0.0,20.52,0.0,109.81,1324.5,10.06,0.93
4,WR2,Puka Nacua,WR,LAR,296.5,241.8,353.3,115.1,4.7,0.7,356.3,QUESTIONABLE,dk+hist,0.0,0.0,0.0,80.97,1.19,103.25,1324.5,7.87,0.82
5,RB3,Christian McCaffrey,RB,SF,294.1,243.1,347.3,113.1,6.8,1.8,343.2,QUESTIONABLE,dk+hist,0.0,0.0,0.0,949.5,8.54,68.5,574.5,4.15,1.49
6,WR3,Amon-Ra St. Brown,WR,DET,291.5,237.0,346.8,110.1,8.4,2.3,324.0,ACTIVE,dk+hist,2.84,0.42,0.0,7.99,0.0,107.55,1249.5,9.55,0.47
7,WR4,Jaxon Smith-Njigba,WR,SEA,278.7,226.0,332.1,97.3,5.8,-1.2,326.7,ACTIVE,dk+hist,14.39,0.0,0.0,32.49,0.0,95.59,1324.5,8.11,0.89
8,RB4,De'Von Achane,RB,MIA,277.7,230.3,326.4,96.7,12.1,4.1,293.5,ACTIVE,dk+hist,0.0,0.0,0.0,974.5,4.93,69.61,507.81,5.04,0.0
9,TE1,Trey McBride,TE,ARI,240.5,194.4,286.6,87.4,20.0,11.0,241.9,ACTIVE,dk+hist,0.0,0.0,0.0,0.85,0.45,99.88,999.5,6.31,0.0
10,RB5,Jonathan Taylor,RB,IND,262.7,212.0,314.9,81.7,8.0,-2.0,316.5,ACTIVE,dk+hist,0.0,0.0,0.0,1249.5,11.14,35.2,277.85,1.79,1.42
11,RB6,Ashton Jeanty,RB,LV,255.8,210.6,303.0,74.8,16.8,5.8,280.9,ACTIVE,dk+hist,0.0,0.0,0.0,974.5,7.21,52.37,335.19,5.32,1.36
12,WR5,CeeDee Lamb,WR,DAL,255.5,207.3,304.3,74.1,10.7,-1.3,293.5,ACTIVE,dk+hist,0.0,0.0,0.0,27.47,0.0,88.9,1199.5,7.46,0.45
13,RB7,Chase Brown,RB,CIN,251.0,206.5,297.8,70.0,23.6,10.6,272.1,ACTIVE,dk+hist,0.0,0.0,0.0,854.11,5.82,61.84,399.49,4.97,0.48
14,RB8,James Cook,RB,BUF,250.0,200.5,301.2,69.0,12.8,-1.2,279.6,ACTIVE,dk+hist,0.0,0.0,0.0,1224.5,10.06,31.86,275.25,2.14,2.54
15,TE2,Brock Bowers,TE,LV,221.5,178.3,265.7,68.4,24.0,9.0,240.9,ACTIVE,dk+hist,0.0,0.0,0.0,5.26,0.0,86.38,924.5,7.02,0.0
16,RB9,Josh Jacobs,RB,GB,248.3,198.5,302.1,67.3,35.1,19.1,259.1,QUESTIONABLE,dk+hist,0.0,0.0,0.0,974.5,14.27,35.21,300.02,1.05,3.12
17,QB1,Josh Allen,QB,BUF,338.9,274.5,406.6,62.5,22.1,5.1,369.7,ACTIVE,dk+hist,3624.5,24.5,8.44,499.5,11.24,0.0,2.99,0.4,3.62
18,WR6,Justin Jefferson,WR,MIN,241.5,195.7,290.2,60.1,12.2,-5.8,293.7,ACTIVE,dk+hist,9.04,0.0,0.0,5.53,0.0,84.59,1149.5,6.84,0.0
19,WR7,A.J. Brown,WR,NE,234.7,190.5,280.2,53.3,27.2,8.1,248.6,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,80.09,1124.5,7.02,0.0
20,WR8,Nico Collins,WR,HOU,232.1,187.1,278.6,50.7,27.5,7.5,249.0,ACTIVE,dk+hist,0.0,0.0,0.0,9.58,0.72,75.39,1149.5,6.38,0.89
21,WR9,Drake London,WR,ATL,231.6,186.9,278.7,50.2,18.8,-2.2,269.8,ACTIVE,dk+hist,0.0,0.0,0.0,0.17,0.0,81.5,1093.53,7.13,1.04
22,RB10,Derrick Henry,RB,BAL,228.9,179.9,277.6,47.9,19.6,-2.4,274.7,ACTIVE,dk+hist,0.0,0.0,0.0,1249.5,12.34,15.85,157.84,0.81,3.27
23,RB11,Saquon Barkley,RB,PHI,227.8,185.0,274.0,46.8,16.1,-6.9,273.6,ACTIVE,dk+hist,0.0,0.0,0.0,1099.5,7.71,34.37,270.73,2.14,1.35
24,RB12,Kyren Williams,RB,LAR,222.4,176.5,268.5,41.4,43.1,19.1,232.1,ACTIVE,dk+hist,0.0,0.0,0.0,949.5,9.73,34.8,240.21,2.81,3.3
25,WR10,Malik Nabers,WR,NYG,220.0,176.9,264.2,38.6,35.6,10.6,246.0,QUESTIONABLE,dk+hist,0.0,0.0,0.0,0.46,0.0,75.35,999.5,7.44,0.0
26,WR11,Chris Olave,WR,NO,219.9,176.5,264.3,38.5,34.0,8.0,250.4,ACTIVE,dk+hist,0.0,0.0,0.54,4.07,0.0,86.06,1024.5,5.61,0.8
27,WR12,DeVonta Smith,WR,PHI,219.5,176.4,263.0,38.1,39.8,12.8,239.2,QUESTIONABLE,dk+hist,0.0,0.0,0.0,0.49,0.0,81.3,1049.5,5.54,0.0
28,WR13,Garrett Wilson,WR,NYJ,218.3,175.6,262.8,36.9,36.2,8.2,249.9,ACTIVE,dk+hist,0.0,0.0,0.0,1.32,0.0,91.83,999.5,4.6,0.59
29,TE3,Tyler Warren,TE,IND,188.5,150.1,227.8,35.4,47.8,18.8,210.9,QUESTIONABLE,dk+hist,0.0,0.0,0.0,7.88,1.11,72.52,774.5,5.18,0.0
30,RB13,Javonte Williams,RB,DAL,214.4,171.5,259.3,33.4,37.5,7.5,259.3,ACTIVE,dk+hist,0.0,0.0,0.0,949.5,9.36,39.83,201.72,1.44,2.69
31,WR14,George Pickens,WR,DAL,213.1,172.0,255.7,31.7,29.9,-1.1,238.5,ACTIVE,dk+hist,0.0,0.0,0.0,0.5,0.0,68.53,1049.5,6.77,0.54
32,RB14,Kenneth Walker III,RB,KC,210.9,170.2,253.4,29.9,23.1,-8.9,274.0,ACTIVE,dk+hist,0.0,0.0,0.0,954.66,7.38,37.68,302.1,0.55,0.0
33,TE4,Colston Loveland,TE,CHI,182.7,145.4,222.4,29.6,45.2,12.2,205.9,ACTIVE,dk+hist,0.0,0.0,0.0,0.07,0.0,65.79,824.5,5.75,0.0
34,RB15,Breece Hall,RB,NYJ,209.9,171.2,249.3,28.9,31.5,-2.5,274.2,QUESTIONABLE,dk+hist,2.63,0.66,0.0,899.5,4.93,42.84,390.89,1.85,2.71
35,TE5,Harold Fannin Jr.,TE,CLE,181.7,144.2,221.0,28.6,76.8,41.8,187.7,ACTIVE,dk+hist,0.0,0.0,0.0,12.81,1.18,68.69,699.5,6.23,1.35
36,WR15,Zay Flowers,WR,BAL,207.5,166.6,250.6,26.1,41.8,5.8,238.8,ACTIVE,dk+hist,0.0,0.0,0.0,59.43,0.73,70.63,999.5,5.29,2.57
37,RB16,RJ Harvey,RB,DEN,205.7,163.5,248.6,24.7,137.3,100.3,149.5,ACTIVE,hist,0.0,0.0,0.0,524.98,7.54,45.24,341.37,5.2,1.29
38,TE6,Kyle Pitts,TE,ATL,175.3,139.3,211.9,22.2,65.7,27.7,185.1,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,70.27,774.5,4.6,0.0
39,WR16,DJ Moore,WR,BUF,202.3,162.6,241.8,20.9,65.8,26.8,209.5,ACTIVE,dk+hist,1.27,0.65,0.0,77.91,0.76,68.85,828.98,6.08,0.48
40,RB17,Travis Etienne Jr.,RB,NO,201.8,163.0,242.3,20.8,47.2,7.2,246.1,ACTIVE,dk+hist,0.0,0.0,0.0,824.5,5.42,36.83,271.05,4.0,0.53
41,RB18,Omarion Hampton,RB,LAC,199.9,159.1,241.3,18.9,28.0,-13.0,261.7,ACTIVE,dk+hist,0.0,0.0,0.0,949.5,7.87,32.15,191.08,1.08,0.0
42,WR17,Tee Higgins,WR,CIN,198.2,157.6,241.0,16.8,57.5,15.5,219.4,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,63.97,874.5,7.99,0.57
43,WR18,Tetairoa McMillan,WR,CAR,197.7,157.7,239.0,16.3,42.4,-0.6,236.5,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,64.02,949.5,6.46,0.0
44,TE7,Tucker Kraft,TE,GB,168.6,132.7,207.4,15.5,95.3,51.3,180.7,QUESTIONABLE,dk+hist,0.0,0.0,0.0,4.19,0.0,47.5,699.5,8.56,0.32
45,QB2,Drake Maye,QB,NE,291.4,231.6,351.5,15.0,47.3,2.3,319.4,ACTIVE,dk+hist,3840.93,26.34,9.37,424.5,3.36,0.6,1.2,0.0,6.11
46,QB3,Trevor Lawrence,QB,JAX,290.7,229.5,353.7,14.3,94.4,48.4,288.3,ACTIVE,dk+hist,3729.13,25.5,11.89,257.6,7.23,0.0,0.47,0.0,2.92
47,WR19,Ladd McConkey,WR,LAC,195.1,156.3,236.1,13.7,52.3,5.3,221.0,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,71.06,899.5,5.68,0.0
48,QB4,Patrick Mahomes,QB,KC,289.4,231.0,350.4,13.0,108.9,60.9,291.3,QUESTIONABLE,hist,3653.95,23.64,10.92,396.4,4.97,1.02,0.53,0.0,0.0
49,QB5,Jalen Hurts,QB,PHI,289.0,232.9,348.1,12.6,52.1,3.1,320.3,ACTIVE,dk+hist,3249.5,22.5,5.99,424.5,8.19,0.0,0.0,0.0,5.28
50,QB6,Caleb Williams,QB,CHI,288.6,233.6,345.5,12.2,92.3,42.3,281.7,ACTIVE,dk+hist,3689.29,24.19,6.32,430.68,2.21,1.29,14.47,0.69,3.16
51,TE8,Hunter Henry,TE,NE,164.8,130.1,200.8,11.7,143.0,91.9,149.9,ACTIVE,hist,0.0,0.0,0.0,0.0,0.0,59.88,714.65,5.57,0.0
52,WR20,Davante Adams,WR,LAR,192.7,153.9,233.0,11.3,47.2,-4.8,232.3,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,60.8,774.5,9.08,0.0
53,WR21,Emeka Egbuka,WR,TB,192.7,153.8,232.9,11.3,45.6,-7.4,229.0,QUESTIONABLE,dk+hist,0.0,0.0,0.0,8.75,0.0,61.06,924.5,6.38,0.0
54,RB19,D'Andre Swift,RB,CHI,192.2,154.7,230.8,11.2,68.2,14.2,211.7,ACTIVE,dk+hist,0.0,0.0,0.0,824.5,6.79,35.94,323.79,0.71,1.77
55,RB20,Zach Charbonnet,RB,SEA,191.7,150.0,234.8,10.7,155.4,100.4,134.0,OUT,hist,0.0,0.0,0.0,686.53,12.14,26.93,209.13,0.4,0.0
56,QB7,Lamar Jackson,QB,BAL,286.0,231.1,342.8,9.6,38.6,-17.4,322.9,ACTIVE,dk+hist,3249.5,24.65,6.67,599.5,3.53,0.0,0.0,0.0,5.17
57,QB8,Bo Nix,QB,DEN,285.4,227.9,345.8,9.0,89.2,32.2,296.2,ACTIVE,dk+hist,3499.5,24.35,10.14,378.13,5.19,0.41,0.83,0.4,1.76
58,WR22,Terry McLaurin,WR,WAS,190.2,152.6,229.7,8.8,61.5,3.5,218.7,ACTIVE,dk+hist,0.0,0.0,0.0,0.61,0.0,64.35,924.5,5.68,0.36
59,TE9,George Kittle,TE,SF,161.8,127.7,197.8,8.7,99.9,40.9,176.8,OUT,dk+hist,0.0,0.0,0.0,0.07,0.0,57.31,699.5,5.75,0.0
60,WR23,Jauan Jennings,WR,MIN,189.5,150.9,229.8,8.1,170.6,110.6,114.6,ACTIVE,hist,0.0,0.0,0.0,0.0,0.0,62.74,766.27,8.65,0.89
61,WR24,Jaylen Waddle,WR,DEN,189.3,151.8,228.6,7.9,59.8,-1.1,213.3,ACTIVE,dk+hist,5.25,0.0,0.0,22.9,0.0,64.54,899.5,5.39,0.0
62,WR25,Josh Downs,WR,IND,189.2,149.8,229.4,7.8,124.5,62.5,157.7,ACTIVE,dk+hist,0.0,0.0,0.0,5.01,0.0,76.74,774.9,5.74,0.0
63,TE10,Travis Kelce,TE,KC,157.8,125.7,191.4,4.7,99.6,36.6,177.5,ACTIVE,dk+hist,0.0,0.0,0.0,0.99,0.0,67.11,674.5,4.02,0.5
64,QB9,Justin Herbert,QB,LAC,280.8,225.2,337.6,4.4,108.6,44.6,283.6,ACTIVE,dk+hist,3669.32,25.2,9.42,434.29,2.33,0.0,0.0,0.0,2.66
65,QB10,Joe Burrow,QB,CIN,280.4,222.7,341.1,4.0,59.9,-5.1,304.7,ACTIVE,dk+hist,3999.5,32.68,9.33,83.89,0.55,0.0,0.0,0.0,1.64
66,RB21,Quinshon Judkins,RB,CLE,184.2,144.1,225.8,3.2,54.7,-11.3,226.4,QUESTIONABLE,dk+hist,0.0,0.0,0.0,894.61,8.64,25.86,170.81,0.0,0.0
67,WR26,Jameson Williams,WR,DET,184.5,148.2,223.8,3.1,68.5,1.5,208.4,ACTIVE,dk+hist,0.0,0.0,0.0,31.58,0.46,53.77,924.5,5.39,0.0
68,RB22,Bhayshul Tuten,RB,JAX,183.6,140.0,229.4,2.6,76.3,8.3,205.3,ACTIVE,dk+hist,0.0,0.0,0.0,724.5,13.8,9.91,79.38,2.21,1.38
69,WR27,Mike Evans,WR,SF,182.8,146.5,220.9,1.4,94.1,25.1,182.6,QUESTIONABLE,dk+hist,0.0,0.0,0.0,0.0,0.0,62.5,820.02,6.38,0.0
70,WR28,Keenan Allen,WR,IND,182.6,145.7,220.6,1.2,169.0,99.0,124.4,ACTIVE,hist,0.0,0.0,0.44,0.0,0.0,74.9,762.7,5.38,0.0
71,QB11,Jayden Daniels,QB,WAS,276.4,221.9,331.1,0.0,50.8,-20.2,318.4,ACTIVE,dk+hist,3249.5,21.36,7.91,549.5,4.51,0.0,0.0,0.0,2.61
72,WR29,Stefon Diggs,WR,WAS,181.4,145.7,217.8,0.0,130.2,58.2,164.0,ACTIVE,hist,8.97,0.0,0.0,5.68,0.68,70.9,805.78,4.16,0.0
73,RB23,David Montgomery,RB,HOU,181.0,143.7,219.5,0.0,73.7,0.7,192.7,ACTIVE,dk+hist,2.97,0.99,0.0,808.22,7.54,28.71,248.31,0.0,1.36
74,TE11,Dalton Schultz,TE,HOU,153.1,122.1,185.5,0.0,167.9,93.9,133.3,ACTIVE,hist,0.0,0.0,0.0,0.0,0.0,69.16,670.01,2.83,0.0
75,RB24,Bucky Irving,RB,TB,180.1,145.0,217.0,-0.9,55.6,-19.4,207.1,ACTIVE,hist,0.0,0.0,0.0,790.47,3.34,36.51,316.89,2.61,1.43
76,WR30,Deebo Samuel Sr.,WR,SF,179.4,143.9,216.0,-2.0,136.0,60.0,161.0,ACTIVE,hist,0.0,0.0,0.0,101.31,1.19,63.9,704.13,4.64,0.0
77,QB12,Brock Purdy,QB,SF,272.6,213.4,335.0,-3.8,104.4,27.4,292.5,ACTIVE,dk+hist,3799.5,27.66,15.31,211.16,4.37,0.0,0.0,0.0,3.35
78,WR31,Rome Odunze,WR,CHI,175.4,138.6,213.1,-6.0,68.2,-9.8,212.6,ACTIVE,dk+hist,0.0,0.0,0.0,5.07,0.0,57.75,824.5,5.91,0.4
79,WR32,DK Metcalf,WR,PIT,174.7,138.0,211.8,-6.7,87.4,8.4,196.0,QUESTIONABLE,dk+hist,0.0,0.0,0.0,8.02,0.75,56.59,824.5,5.39,0.99
80,TE12,Jake Ferguson,TE,DAL,144.7,112.3,177.9,-8.4,112.2,32.2,166.5,ACTIVE,dk+hist,0.0,0.0,0.0,0.62,0.0,68.59,524.5,4.85,2.74
81,RB25,Tyrone Tracy Jr.,RB,NYG,172.4,139.2,209.3,-8.6,166.8,85.8,66.6,ACTIVE,hist,0.0,0.0,0.0,804.82,3.38,36.32,282.17,1.8,1.84
82,WR33,Alec Pierce,WR,IND,172.5,136.4,209.1,-8.9,99.2,17.2,186.7,OUT,dk+hist,0.0,0.0,0.0,0.0,0.0,42.14,899.5,6.73,0.0
83,RB26,Rachaad White,RB,WAS,171.4,136.5,206.3,-9.6,133.7,50.7,164.7,QUESTIONABLE,hist,0.0,0.0,0.0,611.23,4.2,43.88,278.63,2.75,1.6
84,TE13,Mark Andrews,TE,BAL,143.5,112.3,175.4,-9.6,122.7,38.7,169.3,ACTIVE,dk+hist,0.0,0.0,0.0,32.97,0.72,49.96,499.5,5.99,0.0
85,WR34,Luther Burden III,WR,CHI,171.3,138.0,206.4,-10.1,77.2,-7.8,205.9,QUESTIONABLE,dk+hist,0.0,0.0,0.0,37.67,0.0,62.59,874.5,2.92,0.0
86,QB13,Jaxson Dart,QB,NYG,265.3,211.0,320.0,-11.1,76.4,-9.7,300.3,ACTIVE,dk+hist,3150.5,19.64,6.88,449.5,5.88,0.0,0.0,0.0,2.89
87,TE14,Sam LaPorta,TE,DET,141.6,111.2,173.6,-11.5,66.3,-20.7,188.6,QUESTIONABLE,dk+hist,0.0,0.0,0.0,0.0,0.0,50.76,624.5,4.73,0.0
88,TE15,Dallas Goedert,TE,PHI,141.6,110.4,173.5,-11.5,100.4,12.5,177.1,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,55.78,574.5,4.73,0.0
89,QB14,Jared Goff,QB,DET,264.5,207.3,324.2,-11.9,138.6,49.6,268.5,ACTIVE,dk+hist,4099.5,29.5,8.36,48.58,0.0,0.4,2.88,0.4,4.37
90,QB15,Dak Prescott,QB,DAL,264.4,204.6,324.0,-12.0,86.5,-3.5,286.8,ACTIVE,dk+hist,3999.5,27.17,11.68,124.39,1.86,0.0,0.0,0.0,2.26
91,WR35,Michael Pittman Jr.,WR,PIT,169.0,134.0,204.6,-12.4,90.9,-0.1,197.3,QUESTIONABLE,dk+hist,0.0,0.0,0.0,0.0,0.0,70.19,745.43,4.21,0.49
92,QB16,Baker Mayfield,QB,TB,263.0,208.0,318.1,-13.4,148.8,56.8,264.8,ACTIVE,dk+hist,3599.5,24.88,11.83,384.35,1.97,0.0,0.0,0.0,3.53
93,RB27,Kenny Gainwell,RB,TB,165.4,133.0,199.0,-15.6,121.3,28.3,177.8,ACTIVE,hist,0.0,0.0,0.0,443.46,4.09,51.82,342.71,2.03,0.86
94,RB28,Jaylen Warren,RB,PIT,164.0,133.4,196.2,-17.0,102.4,8.4,191.7,ACTIVE,dk+hist,0.0,0.0,0.0,624.5,3.66,39.12,329.43,1.42,0.52
95,RB29,TreVeyon Henderson,RB,NE,164.0,129.3,199.9,-17.0,78.1,-16.9,197.4,ACTIVE,dk+hist,0.0,0.0,0.0,699.5,5.95,33.73,209.62,1.06,1.37
96,WR36,Carnell Tate,WR,TEN,163.9,130.0,200.1,-17.5,75.8,-20.2,202.4,QUESTIONABLE,dk+hist,0.0,0.0,0.0,0.0,0.0,61.8,790.78,4.1,0.8
97,RB30,Rico Dowdle,RB,PIT,163.5,132.1,197.1,-17.5,108.1,11.1,186.1,ACTIVE,dk+hist,0.0,0.0,0.0,699.5,3.47,37.98,274.29,1.84,1.86
98,WR37,Parker Washington,WR,JAX,163.7,129.2,199.0,-17.7,98.5,0.5,187.3,QUESTIONABLE,dk+hist,0.0,0.0,0.0,0.0,0.0,54.3,778.71,5.26,0.0
99,WR38,Jordyn Tyson,WR,NO,163.2,129.2,197.5,-18.2,128.3,29.3,99.8,DOUBTFUL,dk+hist,0.0,0.0,0.0,0.0,0.0,60.5,774.5,4.47,0.8
100,TE16,Pat Freiermuth,TE,PIT,134.3,102.7,165.7,-18.8,168.9,68.9,136.4,ACTIVE,hist,0.0,0.0,0.0,0.0,0.0,48.12,535.43,5.59,0.44
101,QB17,Matthew Stafford,QB,LAR,257.5,201.5,316.7,-18.9,79.9,-21.1,293.2,ACTIVE,dk+hist,3899.5,30.33,7.05,17.85,0.0,0.0,0.0,0.0,3.73
102,WR39,Courtland Sutton,WR,DEN,162.5,127.3,199.2,-18.9,83.4,-18.6,204.4,ACTIVE,dk+hist,12.9,0.43,0.0,0.0,0.0,51.2,699.5,6.69,0.49
103,RB31,Rhamondre Stevenson,RB,NE,162.0,126.1,199.3,-19.0,94.6,-8.5,202.8,ACTIVE,dk+hist,0.0,0.0,0.0,624.5,5.95,31.82,291.43,1.85,4.13
104,RB32,Chuba Hubbard,RB,CAR,161.9,127.0,197.0,-19.1,119.5,15.5,172.9,QUESTIONABLE,dk+hist,0.0,0.0,0.0,699.5,4.52,34.36,203.03,2.48,2.34
105,WR40,Wan'Dale Robinson,WR,TEN,161.3,128.4,195.9,-20.1,117.1,12.1,175.0,ACTIVE,dk+hist,0.0,0.0,0.0,9.43,0.0,71.85,699.5,3.09,0.0
106,WR41,Jordan Addison,WR,MIN,160.6,126.2,196.0,-20.8,120.1,14.1,170.5,ACTIVE,dk+hist,0.0,0.0,0.0,61.87,1.19,47.86,674.5,5.32,0.0
107,RB33,Tony Pollard,RB,TEN,160.1,125.1,197.4,-20.9,103.3,-3.7,185.8,ACTIVE,dk+hist,0.0,0.0,0.0,799.5,5.12,35.01,215.63,0.0,3.57
108,WR42,Chris Godwin,WR,TB,160.2,127.2,195.3,-21.2,146.8,38.8,157.4,ACTIVE,dk+hist,0.0,0.0,0.0,0.99,0.0,62.24,699.5,4.66,0.0
109,WR43,Marvin Harrison Jr.,WR,ARI,160.2,127.4,194.7,-21.2,89.9,-19.1,193.8,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,54.35,824.5,4.04,0.4
110,TE17,Oronde Gadsden II,TE,LAC,131.6,103.5,161.8,-21.5,170.0,60.0,77.3,ACTIVE,hist,0.0,0.0,0.0,0.0,0.0,48.29,667.65,3.24,1.44
111,WR44,Quentin Johnston,WR,LAC,159.0,122.3,196.7,-22.4,140.3,29.3,165.4,QUESTIONABLE,dk+hist,0.0,0.0,0.0,7.0,0.0,47.1,649.5,8.03,0.95
112,TE18,Cade Otton,TE,TB,129.8,102.2,157.1,-23.3,170.4,58.4,102.1,QUESTIONABLE,hist,0.0,0.0,0.0,0.28,0.0,58.77,584.09,2.26,0.5
113,WR45,Brian Thomas Jr.,WR,JAX,157.7,125.3,191.6,-23.7,105.8,-7.2,176.7,ACTIVE,dk+hist,0.0,0.0,0.0,30.64,0.81,50.89,728.44,4.34,0.0
114,WR46,Michael Wilson,WR,ARI,156.8,123.9,190.4,-24.6,106.2,-7.8,176.5,ACTIVE,dk+hist,0.0,0.0,0.0,3.0,0.0,55.13,708.95,5.25,0.51
115,RB34,Alvin Kamara,RB,NO,155.9,126.1,187.3,-25.1,157.7,42.7,117.4,QUESTIONABLE,hist,0.0,0.0,0.0,640.54,2.91,44.53,295.99,0.69,1.95
116,WR47,Christian Watson,WR,GB,156.2,122.2,190.8,-25.2,100.3,-15.7,185.1,ACTIVE,dk+hist,0.0,0.0,0.0,9.34,0.0,42.23,774.5,6.06,0.41
117,WR48,Xavier Worthy,WR,KC,155.4,124.1,187.1,-26.0,133.6,16.6,173.3,QUESTIONABLE,dk+hist,0.0,0.0,0.0,97.57,1.13,54.16,649.5,3.3,0.0
118,WR49,Jayden Reed,WR,GB,153.5,122.6,185.9,-27.9,134.3,16.3,170.2,ACTIVE,dk+hist,0.0,0.0,0.0,66.95,0.24,53.33,674.5,4.19,0.26
119,TE19,AJ Barner,TE,SEA,124.5,94.6,155.7,-28.6,169.1,50.1,113.8,ACTIVE,hist,0.0,0.0,0.0,8.93,0.71,43.04,417.68,5.76,0.0
120,TE20,Juwan Johnson,TE,NO,124.1,97.9,151.7,-29.0,164.0,44.0,143.5,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,52.44,599.5,2.54,1.75
121,TE21,Dalton Kincaid,TE,BUF,119.2,92.3,147.1,-33.9,134.4,13.4,155.4,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,40.85,549.5,3.9,0.0
122,TE22,Chig Okonkwo,TE,WAS,118.7,93.9,145.2,-34.4,169.6,47.6,121.3,ACTIVE,hist,0.0,0.0,0.0,7.21,0.0,53.83,523.49,2.12,0.47
123,RB35,Woody Marks,RB,HOU,145.4,114.5,177.7,-35.6,152.3,29.3,127.8,ACTIVE,hist,0.0,0.0,0.0,698.26,2.24,23.05,205.13,3.1,0.0
124,WR50,Jayden Higgins,WR,HOU,145.0,112.1,179.7,-36.4,162.2,38.2,0.0,DOUBTFUL,dk+hist,0.0,0.0,0.0,0.0,0.0,45.18,574.5,7.07,0.0
125,QB18,Jordan Love,QB,GB,238.1,184.8,291.5,-38.3,159.3,34.3,259.0,ACTIVE,dk+hist,3549.5,24.35,8.13,161.84,0.41,0.0,0.0,0.0,1.81
126,WR51,Romeo Doubs,WR,NE,143.0,111.7,174.8,-38.4,152.8,26.8,150.2,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,48.87,649.5,4.87,0.0
127,WR52,Cooper Kupp,WR,SEA,143.0,111.9,175.2,-38.4,168.9,41.9,101.5,ACTIVE,hist,0.0,0.0,0.61,5.21,0.0,55.75,656.92,3.99,0.83
128,QB19,Tyler Shough,QB,NO,237.8,186.8,290.8,-38.6,155.6,27.6,266.0,ACTIVE,dk+hist,3487.11,20.5,9.1,189.4,3.49,0.0,0.0,0.0,2.7
129,WR53,Khalil Shakir,WR,BUF,142.4,112.6,173.6,-39.0,125.2,-3.8,171.1,QUESTIONABLE,dk+hist,0.0,0.0,0.0,4.78,0.0,59.92,624.5,3.56,0.9
130,WR54,Jakobi Meyers,WR,JAX,142.1,112.2,172.7,-39.3,114.4,-15.6,182.0,ACTIVE,dk+hist,0.0,0.0,0.0,17.13,0.0,58.45,670.84,2.78,0.91
131,WR55,Tank Dell,WR,HOU,141.8,112.0,172.7,-39.6,166.1,35.1,152.8,QUESTIONABLE,hist,0.0,0.0,0.0,44.09,0.0,51.42,663.33,3.27,0.0
132,TE23,Colby Parkinson,TE,LAR,112.6,82.5,144.2,-40.5,170.4,38.4,75.4,ACTIVE,hist,0.0,0.0,0.0,0.0,0.0,38.71,372.07,6.41,0.91
133,TE24,Brenton Strange,TE,JAX,112.5,87.1,139.1,-40.6,167.8,34.8,142.5,ACTIVE,hist,0.0,0.0,0.0,0.0,0.0,44.57,510.44,2.96,0.44
134,QB20,C.J. Stroud,QB,HOU,235.7,183.1,289.0,-40.7,166.1,32.1,246.6,ACTIVE,dk+hist,3549.5,22.5,10.12,223.67,0.82,0.0,0.0,0.0,1.68
135,TE25,David Njoku,TE,LAC,109.5,81.7,138.7,-43.6,169.7,34.7,104.4,ACTIVE,hist,0.0,0.0,0.0,0.0,0.0,44.41,366.27,4.74,0.0
136,WR56,Tre Tucker,WR,LV,137.7,108.0,168.7,-43.7,168.2,32.2,138.0,ACTIVE,dk+hist,0.0,0.0,0.0,47.61,0.42,47.5,574.5,4.24,0.0
137,WR57,Jalen Coker,WR,CAR,135.7,105.9,167.2,-45.7,161.0,24.0,147.2,ACTIVE,dk+hist,7.92,0.0,0.0,0.0,0.0,49.22,627.89,4.21,0.96
138,TE26,Theo Johnson,TE,NYG,106.2,80.5,133.1,-46.9,170.3,32.3,61.8,ACTIVE,hist,0.0,0.0,0.0,0.0,0.0,38.9,453.58,3.65,0.0
139,TE27,T.J. Hockenson,TE,MIN,106.0,82.6,130.2,-47.1,133.3,-5.7,158.2,ACTIVE,hist,0.0,0.0,0.0,0.0,0.0,48.5,461.02,1.9,0.0
